c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	rass_name1	rass_name2	rass_ra	rass_dec	rass_pos_err	rass_l	rass_b	rass_ML	rass_counts	rass_counts_err	rass_count_rate	rass_count_rate_err	rass_exp_time	rass_hardness_ratio	rass_HR2	rass_HR3	rass_HR4
1	0.5	18	0.8785	0.3468	0.3111	8.56E-14	1.04E-14	9.74E-14	3.66E-14	0	0	0	0	0	0	0	195.083972	35.901947	8.25	5391	126	152.4	28723.6	27631.7	16.53	1.17	2RXS	J130020.2+355424	195.08443	35.90693	19.27	81.01945	38.45668	8	14.12	5.304152	0.0262	0.0098	539.03	0.336	0.328	0.146	0.277
1	0.63	18.8	1.4586	0.0896	6.1819	4.62E-12	1.81E-13	3.17E-12	1.50E-13	1.2458	0.0765	3.617	5.89E-12	2.31E-13	4.73E-12	2.24E-13	197.649149	35.930142	25.5	3211	663.6	836.1	2690.6	2609.5	0.38	1.02	2RXS	J131036.4+355605	197.65205	35.93482	2.94	80.29572	39.50176	1230	487.53	23.031204	0.9134	0.0432	533.73	-0.008	0.036	0.105	0.05
1	0.55	30.5	0.4594	0.2306	1.2392	3.55E-14	9.92E-15	7.73E-14	3.22E-14	0	0	0	0	0	0	0	195.790863	36.125043	3.58	5392	40.3	30.4	22035.6	22013.8	29.95	1.15	2RXS	J130310.0+360659	195.79198	36.11663	14.73	80.67254	38.92048	8.53	11.37	4.740055	0.021	0.0087	542.31	0.204	0.559	-0.145	0.457
1	1.5	63	1.6843	0.5073	1.6189	3.58E-13	7.83E-14	2.13E-13	4.40E-14	1.5555	0.4685	1.3946	4.11E-13	9.00E-14	2.64E-13	5.47E-14	228.597744	36.593878	4.57	3973	25	33.4	1425.4	1421.4	15.72	1.35	2RXS	J151422.4+363639	228.59332	36.61102	9.18	58.41244	51.8736	36.28	35.21	7.287241	0.0527	0.0109	667.71	-0.038	0.18	0.203	0.235
1	0.77	31.7	0.5637	0.1203	2.6996	3.69E-13	6.22E-14	6.55E-13	8.56E-14	0.3096	0.0661	4.9052	5.10E-13	8.60E-14	1.65E-12	2.15E-13	183.434664	36.623947	5.93	7816	43.1	45.3	2530.7	2480	12.67	1.62	2RXS	J121345.0+363756	183.43784	36.63238	5	77.59119	34.5123	124.66	72.84	9.520281	0.1455	0.019	500.6	1	0.074	0.338	0.092
1	0.89	27.1	1.1107	0.1291	0.8972	1.27E-12	1.08E-13	1.14E-12	9.03E-14	1.1663	0.1356	1.3088	1.12E-12	9.54E-14	9.60E-13	7.59E-14	228.684953	36.843112	11.73	3973	147	197	2365.8	2326.7	0.38	1.35	2RXS	J151443.1+365057	228.67975	36.84938	5.82	58.31358	52.11872	318.16	190.18	15.038685	0.2833	0.0224	671.3	-0.343	0.061	-0.082	0.114
1	0.13	6.8	0.6545	0.2383	1.2813	2.64E-13	8.55E-14	4.04E-13	6.73E-14	0.7532	0.2742	0.8355	2.37E-13	7.68E-14	3.15E-13	5.26E-14	268.639014	36.899386	3.09	2250	12.4	12.4	1251.5	1226.8	28.66	3.09	2RXS	J175433.5+365351	268.63983	36.89763	7.91	26.65351	60.32655	55.92	54.92	9.163402	0.0606	0.0101	906.09	-0.005	0.132	0.046	0.168
1	0.5	37.9	1.1088	0.5127	0.2204	1.94E-13	7.02E-14	1.75E-13	5.07E-14	1.3611	0.6294	0.6335	1.58E-13	5.69E-14	1.16E-13	3.35E-14	268.904398	37.043531	2.77	2250	12.1	13.2	1659.6	1656.3	13.99	3.09	2RXS	J175533.9+370231	268.89136	37.04195	22.84	26.49732	60.47433	12.92	23.97	6.926017	0.0263	0.0076	910.46	-0.151	0.153	0.347	0.225
1	0.96	53	0.7539	0.3076	0.6629	1.53E-13	3.94E-14	2.03E-13	6.41E-14	0.8276	0.3377	0.452	1.03E-13	2.66E-14	1.25E-13	3.95E-14	167.560149	37.076226	3.88	3238	20.5	26.4	2630.9	2631.3	34.24	1.19	2RXS	J111013.1+370343	167.55489	37.06211	16.14	66.47173	28.98255	14.9	16.91	5.348844	0.054	0.0171	313.1	-0.556	0.136	-0.296	0.339
1	0.6	44.7	0.5156	0.2084	1.8004	1.19E-13	4.19E-14	2.31E-13	4.58E-14	0.567	0.2292	1.5374	4.09E-14	1.44E-14	7.22E-14	1.43E-14	203.914998	37.116145	2.84	3213	13	16	2022.6	2018	11.14	0.97	2RXS	J133535.8+370656	203.89944	37.1158	11.89	76.33924	43.01111	34.1	39.51	7.846678	0.068	0.0135	581.18	-0.817	0.121	-0.773	0.778
1	1.23	66.7	0.7588	0.2624	0.8472	2.34E-13	7.04E-14	3.08E-13	5.23E-14	0.8415	0.291	0.5194	1.72E-13	5.19E-14	2.05E-13	3.48E-14	229.151589	37.181651	3.32	3973	13.7	15.1	1204.7	1171.5	30.23	1.38	2RXS	J151631.9+371134	229.13321	37.19299	11.51	57.90964	52.58424	52.11	49.59	8.420115	0.0755	0.0128	657.18	-0.475	0.123	0.177	0.276
1	0.66	19.7	2.2865	0.0707	27.5309	2.08E-11	3.54E-13	9.08E-12	2.34E-13	1.9777	0.0611	23.0381	2.60E-11	4.43E-13	1.31E-11	3.39E-13	203.703041	37.187047	58.67	3213	3473.2	4410.3	3093.5	2989	0.38	0.97	2RXS	J133447.5+371059	203.69797	37.18333	1.46	76.40729	42.98976	5455.5	1555.46	40.102535	2.6778	0.069	580.88	-0.057	0.021	0.241	0.03
1	0.71	39.2	1.9345	0.9583	1.3088	2.10E-13	6.52E-14	1.08E-13	4.19E-14	0	0	0	0	0	0	0	269.204189	37.204993	3.22	2250	15.4	14	1953.4	1929.6	7.59	3.07	2RXS	J175650.3+371142	269.20981	37.19508	15.84	26.29257	60.63086	7.47	15.03	5.800075	0.0163	0.0063	919.55	0.667	0.406	0.124	0.285
1	0.52	21.8	0.4298	0.0947	4.1396	2.87E-13	5.47E-14	6.68E-13	7.40E-14	0	0	0	0	0	0	0	203.568782	37.257833	5.25	3213	37.9	41.3	2440.1	2394	7.63	0.97	2RXS	J133414.6+371526	203.5612	37.25732	10.49	76.4322	42.99965	126.17	114.25	12.656816	0.1971	0.0218	579.72	9.999	9.999	9.999	9.999
1	0.75	54.8	0.8121	0.3081	0.581	3.02E-13	1.03E-13	3.71E-13	6.24E-14	0	0	0	0	0	0	0	268.677973	37.335275	2.94	2250	11.4	9.9	1002.4	1065.4	18.72	3.03	2RXS	J175438.3+372024	268.65985	37.34013	6.36	26.7529	60.76927	59.65	51.83	8.712449	0.0564	0.0095	919.6	0.032	0.224	0.399	0.276
1	1.67	79.5	1.6875	0.576	1.5038	2.82E-13	6.31E-14	1.67E-13	4.31E-14	1.5721	0.5366	1.312	3.07E-13	6.87E-14	1.95E-13	5.04E-14	203.61259	37.462396	4.47	3213	26.1	36.6	1697.5	1739	17.27	0.94	2RXS	J133424.6+372858	203.60271	37.48304	24.39	76.24813	43.21169	13	29.04	7.486785	0.05	0.0129	581.22	-0.243	0.155	-0.347	0.224
1	0.29	15.8	1.0462	0.4241	0.1109	2.01E-13	6.28E-14	1.92E-13	4.96E-14	1.0638	0.4313	0.1517	1.97E-13	6.16E-14	1.85E-13	4.78E-14	191.67233	37.501948	3.2	3980	15	15	1558.9	1564.1	25.87	1.45	2RXS	J124640.2+372958	191.66763	37.49964	15.37	79.57999	38.4875	20.93	24.82	6.409571	0.0457	0.0118	543.19	-0.216	0.149	0.32	0.226
1	1.09	33.1	0.912	0.1384	0.6216	2.26E-12	3.03E-13	2.48E-12	1.78E-13	1.193	0.181	1.1035	1.80E-12	2.40E-13	1.51E-12	1.08E-13	281.181851	37.609032	7.48	3358	58.5	68.7	797.1	775.8	23.99	5.89	2RXS	J184446.2+373620	281.19272	37.60577	5.44	17.38302	60.34344	393.04	225.83	16.213953	0.2787	0.02	810.32	0.032	0.056	0.081	0.077
1	2.45	194.8	0.5015	0.2814	1.2457	1.26E-13	5.75E-14	2.52E-13	8.29E-14	0	0	0	0	0	0	0	132.099321	37.623594	2.2	1840	8.5	7.2	1796	1781.8	8.51	3.11	2RXS	J084813.0+373951	132.05443	37.66439	31.31	38.48239	19.07535	9.64	15.39	5.062946	0.0377	0.0124	407.96	-0.115	0.213	-0.337	0.312
1	2.49	184.7	0.8034	0.4669	0.3803	8.29E-14	3.70E-14	1.03E-13	3.84E-14	0.7178	0.4172	0.5746	9.95E-14	4.44E-14	1.39E-13	5.16E-14	192.187442	37.65482	2.24	3980	9.8	2.9	2474.6	2418.7	8.9	1.46	2RXS	J124849.0+374215	192.20422	37.70436	12.69	79.4094	38.87691	10.36	13.32	4.956336	0.0244	0.0091	544.96	0.08	0.159	0.398	0.177
1	2.42	182.6	0.4788	0.2776	1.0997	5.79E-14	2.20E-14	1.21E-13	5.29E-14	0	0	0	0	0	0	0	167.741707	37.671286	2.63	3238	13.4	20.1	4553.4	4531.1	13.73	1.2	2RXS	J111111.2+373844	167.79706	37.64573	19.15	66.46985	29.5908	8.12	8.44	3.693172	0.0321	0.014	263.31	-0.438	0.473	-0.199	0.998
1	1.53	78.8	1.5432	0.6222	1.1144	3.89E-13	9.07E-14	2.52E-13	8.29E-14	0	0	0	0	0	0	0	132.077062	37.676978	4.29	1840	23.1	27.2	1586	1611.3	11.32	3.11	2RXS	J084813.0+373951	132.05443	37.66439	31.31	38.48239	19.07535	9.64	15.39	5.062946	0.0377	0.0124	407.96	-0.115	0.213	-0.337	0.312
1	1.99	115.5	1.0127	0.3956	0.0323	2.77E-13	7.08E-14	2.73E-13	8.07E-14	0	0	0	0	0	0	0	132.290544	37.694101	3.91	1840	20.3	25.1	1946.7	1883.6	9	3.04	2RXS	J084907.8+374332	132.28261	37.72557	23.49	38.66901	19.18506	13.61	17.76	5.245239	0.0414	0.0122	428.9	0.505	0.397	1	0.268
1	0.45	24.4	1.8404	0.8323	1.3962	1.90E-13	4.88E-14	1.03E-13	3.84E-14	1.6442	0.7436	1.144	2.28E-13	5.86E-14	1.39E-13	5.16E-14	192.19858	37.699276	3.89	3980	22	23.8	2425.2	2405.6	11.49	1.46	2RXS	J124849.0+374215	192.20422	37.70436	12.69	79.4094	38.87691	10.36	13.32	4.956336	0.0244	0.0091	544.96	0.08	0.159	0.398	0.177
1	0.43	31.9	2.5988	1.3572	1.6303	3.46E-13	1.20E-13	1.33E-13	5.21E-14	0	0	0	0	0	0	0	281.237006	37.769248	2.89	3358	10.4	9.5	928	929.1	15.41	5.94	2RXS	J184454.2+374615	281.22601	37.77101	13.65	17.41824	60.50252	8.46	12.3	4.811503	0.0149	0.0058	824.82	-0.304	0.341	-0.162	0.617
1	0.63	36.7	0.556	0.2793	1.0089	6.12E-14	1.78E-14	1.10E-13	4.50E-14	0	0	0	0	0	0	0	184.692012	37.910883	3.43	5153	28.1	18.6	10154.8	9920	16.39	1.72	2RXS	J121847.8+375409	184.69951	37.90259	23.54	77.2289	36.11044	7.45	11.23	4.595067	0.0236	0.0096	476.67	-1	0.463	-1	1.569
1	1.16	38.1	1.5546	0.4236	1.9223	3.46E-13	2.76E-14	2.22E-13	5.80E-14	1.6488	0.4493	2.2232	3.25E-13	2.59E-14	1.97E-13	5.14E-14	184.2301	37.911076	12.55	5153	194.8	242.3	12475.3	12177.5	9.06	1.73	2RXS	J121652.1+375430	184.21713	37.90843	13.4	77.00222	35.92891	23.48	22.93	5.97531	0.0475	0.0124	483.1	-0.197	0.174	-0.502	0.241
1	2.37	181.5	0.3665	0.214	1.4505	3.99E-14	1.66E-14	1.09E-13	4.45E-14	0	0	0	0	0	0	0	184.759667	37.9196	2.4	5153	17	21.4	9367.8	9218.2	19.57	1.69	2RXS	J121847.8+375409	184.69951	37.90259	23.54	77.2289	36.11044	7.45	11.23	4.595067	0.0236	0.0096	476.67	-1	0.463	-1	1.569
1	0.57	17.2	0.4436	0.0442	7.8539	2.35E-12	1.84E-13	5.30E-12	3.28E-13	0.617	0.0614	4.8885	1.87E-12	1.46E-13	3.02E-12	1.87E-13	343.42652	37.94278	12.81	4990	171.4	229.5	2372.1	2253.6	0.38	12.88	2RXS	J225341.9+375617	343.42459	37.93825	3.72	-19.32722	40.8117	740.34	281.53	17.398317	0.5057	0.0313	556.67	0.134	0.047	0.087	0.062
1	1.13	61.3	0.4949	0.1909	1.6666	1.32E-13	3.62E-14	2.66E-13	7.21E-14	0.4855	0.1873	1.7042	1.23E-13	3.39E-14	2.54E-13	6.88E-14	167.991401	37.963488	3.64	3238	19.9	18.8	2739.2	2830.8	31.95	0.9	2RXS	J111202.0+375826	168.00848	37.97392	11.61	66.51653	29.95905	23.68	20.03	5.425179	0.0811	0.022	247.05	-0.392	0.151	0.47	0.268
1	0.32	17.2	1.7521	0.7893	1.2235	2.27E-13	6.61E-14	1.30E-13	4.46E-14	1.7365	0.7823	1.2055	2.30E-13	6.67E-14	1.32E-13	4.55E-14	188.287583	37.973884	3.44	2266	16.1	16.8	1432.1	1383.5	25.12	1.31	2RXS	J123308.1+375812	188.28406	37.97001	12.54	78.49698	37.56497	12.67	16.58	5.706222	0.0328	0.0113	506.3	-0.219	0.195	0.7	0.277
1	0.9	32	0.9561	0.1792	0.2381	1.01E-12	1.18E-13	1.06E-12	1.56E-13	0.853	0.1599	0.8293	9.52E-13	1.11E-13	1.12E-12	1.64E-13	328.961619	37.994739	8.58	2695	81	104.7	2550.3	2567.9	0.84	20.46	2RXS	J215552.8+380001	328.97034	38.00039	19.02	-12.98496	46.58892	50.31	61.46	9.022049	0.0985	0.0145	623.96	1	0.051	0.551	0.082
1	0.44	23.3	0.6345	0.199	1.5874	4.19E-13	1.16E-13	6.61E-13	9.91E-14	0.6442	0.202	1.5319	4.05E-13	1.12E-13	6.29E-13	9.42E-14	279.406753	38.106154	3.63	8423	16.2	25.2	1161.9	1130.2	32.09	5.1	2RXS	J183735.6+380626	279.39865	38.10727	5.68	18.88535	61.04533	90.41	58.41	8.753442	0.0782	0.0117	746.51	0.483	0.131	0.103	0.14
1	1.34	79.1	1.0864	0.4044	0.223	3.40E-13	8.70E-14	3.13E-13	8.46E-14	1.3521	0.5032	0.802	2.83E-13	7.24E-14	2.09E-13	5.66E-14	278.75137	38.131279	3.91	8423	19.5	19.4	1701.2	1692.6	12.14	4.75	2RXS	J183503.4+380642	278.76425	38.11177	25.96	19.35605	61.1146	13.99	25.53	6.903564	0.0381	0.0103	669.66	0.048	0.198	0.77	0.233
1	1.32	97.9	2.5473	1.2798	1.5216	2.40E-13	9.05E-14	9.41E-14	3.12E-14	0	0	0	0	0	0	0	248.803109	38.14271	2.65	2058	8.4	7.1	666	672.8	26.2	1.07	2RXS	J163520.3+380753	248.83459	38.13146	12.45	42.32032	59.12609	12.79	17.5	5.80504	0.0265	0.0088	660.59	0.702	0.68	0.193	0.357
1	0.47	14	0.4481	0.006	53.1754	6.16E-11	5.83E-13	1.38E-10	1.30E-12	0.4418	0.0059	53.9045	6.31E-11	5.96E-13	1.43E-10	1.35E-12	166.112816	38.213198	105.72	5208	11273.3	14850.6	3705.4	3581.8	0.38	1.32	2RXS	J110427.3+381233	166.11401	38.20944	0.99	65.03146	29.50417	23298.47	11181.83	105.93795	34.5845	0.3277	323.32	-0.202	0.008	0.043	0.012
1	0.97	29.7	0.7828	0.1141	1.7804	1.40E-12	1.80E-13	1.79E-12	1.24E-13	0.7677	0.1119	1.9292	1.47E-12	1.88E-13	1.91E-12	1.32E-13	194.650874	38.285505	7.79	839	64.7	85.3	959.5	1002.5	30.19	1.42	2RXS	J125834.5+381645	194.64409	38.2792	5.97	78.74895	40.33963	439.76	239.56	16.570925	0.4304	0.0298	556.61	-0.144	0.054	0.122	0.081
1	1.09	64.5	0.3113	0.1229	2.2255	1.01E-13	2.61E-14	3.26E-13	9.73E-14	0	0	0	0	0	0	0	116.092324	38.301323	3.88	499	30.1	32.7	9011.1	8902.4	24.81	5.34	2RXS	J074417.3+381834	116.07215	38.30971	26.46	26.25001	16.7619	12.17	16.94	5.062684	0.0378	0.0113	447.47	0.64	0.479	0.195	0.349
1	0.31	13.1	0.5015	0.144	2.5184	2.10E-13	5.05E-14	4.19E-13	6.58E-14	0.5165	0.1483	2.4151	2.02E-13	4.85E-14	3.90E-13	6.13E-14	194.005363	38.313168	4.16	839	21.6	27.8	2167.6	2107.6	0.38	1.49	2RXS	J125600.6+381858	194.00291	38.31627	9.11	78.77085	40.11761	66.53	54.3	8.526747	0.098	0.0154	554.14	-0.229	0.128	0.152	0.198
1	1.92	141.5	0.8361	0.4577	0.332	6.59E-14	2.84E-14	7.89E-14	2.66E-14	0	0	0	0	0	0	0	244.495525	38.332447	2.32	425	9.9	10.7	2892.3	2861.2	5.13	1.12	2RXS	J161803.0+382209	244.5126	38.36941	10.67	45.7214	58.32325	14.01	17.73	5.982294	0.0217	0.0073	817.42	1	0.449	-0.243	0.211
1	0.67	51.6	1.5113	0.7665	0.7965	3.50E-13	1.22E-13	2.32E-13	8.57E-14	1.9602	0.9942	1.2397	2.94E-13	1.02E-13	1.50E-13	5.55E-14	343.221575	38.342326	2.88	4990	10	14.1	929.5	946.3	26	12.74	2RXS	J225253.2+381940	343.22198	38.32799	23.37	-18.90804	41.22857	9.98	12.3	4.547432	0.0221	0.0082	555.83	0.274	0.19	0.592	0.213
1	0.87	47.2	0.7632	0.3311	0.5982	3.21E-13	8.81E-14	4.20E-13	1.41E-13	0	0	0	0	0	0	0	106.873401	38.36216	3.64	5493	17.8	20.5	1762.8	1723.1	32.06	7.35	2RXS	J070732.5+382216	106.88546	38.37125	12.25	19.3928	15.73073	19.46	11.04	3.70771	0.0441	0.0148	250.15	1	0.349	-0.553	0.322
1	1.19	40.9	0.3684	0.0639	4.3284	9.37E-13	9.43E-14	2.54E-12	3.59E-13	0.6325	0.1097	2.3737	3.34E-13	3.37E-14	5.29E-13	7.46E-14	107.509477	38.529838	9.93	5493	110.5	156.3	3673.9	3651.4	0.84	6.28	2RXS	J071000.4+383222	107.50186	38.53951	16.83	19.90397	15.95673	96.8	57.32	8.089606	0.2795	0.0395	205.05	-0.642	0.085	-0.837	0.209
1	2.57	205.9	1.5045	0.8149	0.7155	1.41E-13	5.65E-14	9.34E-14	3.40E-14	1.0126	0.5485	0.0232	6.31E-15	2.53E-15	6.23E-15	2.26E-15	248.937389	38.543081	2.49	2058	9	6.3	1200.4	1202.9	13.13	1.02	2RXS	J163601.9+383143	249.00816	38.52866	32.86	42.21105	59.54554	7.41	17.7	6.432574	0.0269	0.0098	657.5	-1	0.167	1	2.711
1	1.35	42.7	2.2233	0.4623	4.0013	6.15E-13	6.95E-14	2.77E-13	4.83E-14	0	0	0	0	0	0	0	228.376167	38.572018	8.86	3216	85	106.5	2832	2743.3	0.38	1.37	2RXS	J151333.4+383358	228.3895	38.56639	9.73	58.27425	53.56366	47.94	47.99	8.38125	0.0681	0.0119	704.71	0.646	0.207	0.287	0.167
1	0.18	13.3	1.8168	0.9914	0.9852	2.39E-13	9.83E-14	1.31E-13	4.71E-14	0	0	0	0	0	0	0	140.56458	38.752589	2.43	6738	6.9	6.5	610.2	633.7	12.33	1.5	2RXS	J092216.0+384457	140.56686	38.74935	15.37	45.22966	22.16151	10.62	14.15	5.070428	0.0306	0.011	461.92	0.04	0.363	-1	0.342
1	0.58	43.6	2.1856	1.112	1.4213	2.23E-13	7.57E-14	1.02E-13	3.85E-14	0	0	0	0	0	0	0	193.992984	38.802044	2.94	839	11.8	11.2	1097.3	1058.2	29.08	1.41	2RXS	J125554.6+384811	193.97752	38.80329	20.4	78.28749	40.52756	8.56	13.69	5.180054	0.0246	0.0093	555.81	0.39	0.632	0.697	0.456
1	1.16	37	2.1125	0.6515	2.5771	5.19E-13	8.43E-14	2.46E-13	6.45E-14	0	0	0	0	0	0	0	279.692132	38.838516	6.16	10768	44.8	49.4	2648.3	2505.7	21.88	5.73	2RXS	J183843.6+384955	279.68179	38.83215	10.66	18.92612	61.73278	21.88	23.77	6.232681	0.0279	0.0073	852.72	0.088	0.265	-0.129	0.323
1	2.34	97.1	0.7474	0.1982	1.1763	3.55E-13	8.31E-14	4.75E-13	5.90E-14	0.8096	0.2147	0.8396	2.84E-13	6.65E-14	3.51E-13	4.36E-14	228.134817	38.855349	4.27	3216	20.5	20.2	1182.5	1203.2	20.49	1.36	2RXS	J151224.0+385124	228.10023	38.85676	5.89	58.44176	53.72256	126.59	83.88	10.434074	0.1172	0.0146	715.5	-0.42	0.09	-0.067	0.182
1	0.45	18.9	0.6498	0.1714	1.7235	3.72E-13	8.23E-14	5.72E-13	8.22E-14	0.6649	0.1754	1.6297	3.66E-13	8.09E-14	5.50E-13	7.90E-14	145.272577	38.901696	4.52	8409	23.5	26.8	1349.5	1293.1	0.38	1.55	2RXS	J094103.8+385401	145.26601	38.90047	7.69	48.8892	23.56383	90.46	60.63	8.707914	0.1307	0.0188	463.88	-0.187	0.144	-0.072	0.217
1	0.85	63.3	1.1299	0.7352	0.1885	1.59E-13	6.83E-14	1.40E-13	6.84E-14	0	0	0	0	0	0	0	116.38283	38.990373	2.32	3148	8	6.8	1488.9	1446.6	16.32	4.63	2RXS	J074528.2+390012	116.36772	39.00348	12.82	26.6496	17.48629	7.56	7.71	3.75866	0.0173	0.0084	446.24	1	1.051	0.103	0.499
1	0.7	37.6	1.0505	0.3287	0.1562	2.76E-13	7.09E-14	2.62E-13	4.68E-14	1.064	0.3329	0.1961	2.68E-13	6.89E-14	2.52E-13	4.49E-14	228.087528	39.015089	3.89	3216	18.2	25.8	1350.6	1378.2	29.94	1.36	2RXS	J151223.6+390033	228.09865	39.00923	7.09	58.41324	53.85819	50.08	46.5	8.292754	0.0648	0.0116	717.24	-0.248	0.129	-0.082	0.202
1	0.59	19.3	0.8365	0.268	0.5223	1.67E-13	2.10E-14	2.00E-13	5.89E-14	0	0	0	0	0	0	0	182.888802	39.019399	7.98	353	93.4	117	12791.6	12474.9	25.18	1.91	2RXS	J121134.6+390058	182.89432	39.01615	13.15	75.49363	36.38418	16.23	19.11	5.635768	0.0401	0.0118	476.92	0.285	0.672	-0.93	0.588
1	0.75	22.8	1.1462	0.1232	1.3319	1.26E-12	4.97E-14	1.10E-12	1.10E-13	1.1403	0.1226	1.2793	1.29E-12	5.07E-14	1.13E-12	1.13E-13	141.768105	39.043334	25.39	554	691.3	854.3	11400.4	11093.1	0.38	1.43	2RXS	J092702.8+390221	141.76186	39.03927	5.33	46.16318	22.74646	216.01	119.89	11.993789	0.2638	0.0264	454.42	-0.173	0.076	0.335	0.112
1	1.06	33.3	1.3683	0.227	1.7719	1.70E-12	2.28E-13	1.24E-12	1.22E-13	0.9777	0.1622	0.1363	2.40E-12	3.22E-13	2.46E-12	2.40E-13	154.273002	39.046662	7.46	3446	59.7	86.2	724.4	685.1	1.13	1.4	2RXS	J101702.6+390252	154.26122	39.04801	9.2	55.83687	26.34867	174.99	127.59	12.477058	0.3021	0.0295	422.37	0.499	0.076	0.361	0.08
1	0.98	54.5	0.677	0.3346	0.7424	8.28E-14	2.64E-14	1.22E-13	4.62E-14	0	0	0	0	0	0	0	141.184292	39.079238	3.14	554	21.1	23.9	5453.4	5646.6	27.04	1.56	2RXS	J092439.8+390504	141.16609	39.08469	17.51	45.70086	22.63321	9.44	12.78	4.828891	0.0278	0.0105	459.36	-1	0.637	0	0
1	1.35	43.9	1.8634	0.6375	2.1698	2.86E-13	3.70E-14	1.54E-13	4.87E-14	0	0	0	0	0	0	0	141.287283	39.114941	7.74	554	80.8	95	6053.3	5916.8	22.59	1.57	2RXS	J092505.7+390717	141.27397	39.12142	12.37	45.78486	22.69594	14.83	15.97	5.059353	0.0348	0.011	458.79	-1	0.268	0	0
1	0.85	26.7	0.7047	0.1141	1.9295	9.89E-13	7.35E-14	1.40E-12	2.02E-13	0.7193	0.1164	1.8295	9.39E-13	6.97E-14	1.31E-12	1.88E-13	18.484377	39.12778	13.47	8464	202.1	226.8	6303.5	6231.9	26.97	5.91	2RXS	J011353.9+390744	18.47493	39.12892	9.85	-23.53576	28.76455	97.62	57.1	8.211985	0.1575	0.0226	362.61	0.525	0.1	0.278	0.122
1	0.48	36	0.5568	0.2689	1.2166	1.68E-13	6.42E-14	3.02E-13	8.94E-14	0	0	0	0	0	0	0	118.662746	39.180339	2.62	2622	10.8	13.9	1853.9	1833.4	8.27	4.19	2RXS	J075436.2+391103	118.65086	39.18422	17.88	28.41338	18.00543	17.87	16.32	4.828845	0.0389	0.0115	419.95	0.605	0.562	-1	0.331
1	0.21	6.5	0.9075	0.0895	0.976	3.33E-12	2.16E-13	3.67E-12	2.73E-13	1.0357	0.1021	0.3571	3.03E-12	1.96E-13	2.92E-12	2.17E-13	118.857773	39.188527	15.46	2622	246.8	307.3	2178.7	2204.8	0.84	4.56	2RXS	J075526.0+391112	118.8585	39.18682	4.21	28.57071	18.04036	527.74	194.45	14.462216	0.455	0.0338	427.37	0.211	0.059	0.08	0.076
1	1.36	43.3	0.763	0.2534	0.7358	1.54E-13	1.93E-14	2.02E-13	6.20E-14	0	0	0	0	0	0	0	182.809135	39.206199	7.99	353	103.8	124.2	15553.8	15007.2	13.71	1.95	2RXS	J121114.3+391139	182.80963	39.19417	10.58	75.31274	36.50652	16.44	18.98	5.839201	0.0399	0.0123	475.58	-0.196	0.216	-0.106	0.325
1	0.88	32.8	1.4913	0.6484	1.0901	3.38E-13	3.63E-14	2.27E-13	9.55E-14	0	0	0	0	0	0	0	17.831388	39.245698	9.32	8464	112.6	134.7	10262.1	10500.8	8.96	5.85	2RXS	J011118.3+391514	17.82649	39.25398	22.13	-23.45618	29.09439	8.88	9.49	3.998357	0.0255	0.0107	371.95	-0.65	0.526	1	1.887
1	0.48	20.9	0.7244	0.2119	1.0357	1.94E-13	3.42E-14	2.68E-13	6.25E-14	0	0	0	0	0	0	0	141.195175	39.265923	5.67	554	44	49.6	4841.8	5051.7	29.7	1.55	2RXS	J092448.3+391545	141.20131	39.26256	15.88	45.7294	22.80992	24.58	28.19	6.579455	0.0612	0.0143	460.78	0.548	0.312	0.584	0.207
1	0.31	9.7	1.5653	0.3903	1.7763	1.09E-12	1.80E-13	6.99E-13	1.31E-13	1.7788	0.4436	2.2431	9.93E-13	1.63E-13	5.58E-13	1.05E-13	119.502612	39.343911	6.09	2622	41.7	56.3	1142.4	1084.7	32.21	4.99	2RXS	J075759.7+392037	119.49912	39.34367	9.94	29.08916	18.29515	55.37	36.94	6.932591	0.0834	0.0157	442.9	0.258	0.17	-0.035	0.193
1	0.94	51.1	1.4432	0.7377	0.7254	9.50E-14	3.06E-14	6.58E-14	2.62E-14	0	0	0	0	0	0	0	207.960753	39.398376	3.11	3933	16.2	21.3	3082.8	3016.9	16.44	0.89	2RXS	J135151.6+392304	207.96527	39.38462	11.39	72.44692	46.58001	9.83	13.24	5.260701	0.0201	0.008	657.17	1	0.552	-0.287	0.252
1	0.64	19.4	1.4252	0.0971	6.0576	4.15E-12	6.94E-14	2.91E-12	1.92E-13	0	0	0	0	0	0	0	182.637003	39.410744	59.81	353	3772.7	4467.3	21357.8	21723	1.36	2.06	2RXS	J121032.0+392421	182.63361	39.40605	4.91	75.06184	36.62328	534.93	259.78	17.149889	0.5565	0.0367	466.83	9.999	9.999	9.999	9.999
1	0.83	45.9	1.5221	0.6581	0.9642	1.35E-13	3.83E-14	8.85E-14	2.88E-14	1.6119	0.6969	1.0886	8.31E-14	2.36E-14	5.16E-14	1.68E-14	207.500497	39.41441	3.52	3933	18.6	26	2482.3	2358.6	24.28	0.87	2RXS	J135001.6+392409	207.50681	39.40263	14.99	72.70565	46.41428	12.68	17.3	5.638023	0.0273	0.0089	632.93	-0.643	0.196	-1	0.522
