c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	rass_name1	rass_name2	rass_ra	rass_dec	rass_pos_err	rass_l	rass_b	rass_ML	rass_counts	rass_counts_err	rass_count_rate	rass_count_rate_err	rass_exp_time	rass_hardness_ratio	rass_HR2	rass_HR3	rass_HR4
1	0.35	18.9	0.9266	0.3628	0.1954	5.56E-13	1.64E-13	6.00E-13	1.55E-13	1.2318	0.4823	0.521	4.32E-13	1.27E-13	3.51E-13	9.07E-14	68.925991	-10.289563	3.4	2640	14.4	14.4	798.1	791.3	10.86	5.88	2RXS	J043541.2-101734	68.92186	-10.29291	13.81	-34.7746	-31.94637	21.49	25.5	6.589496	0.0675	0.0174	378.01	-0.004	0.163	0.335	0.201
1	1.57	119.8	1.2363	0.7331	0.3611	2.04E-13	7.75E-14	1.65E-13	7.51E-14	0	0	0	0	0	0	0	189.97853	-10.244711	2.63	4036	9.8	7.8	1262.8	1304	9.28	2.94	2RXS	J123946.7-101431	189.94482	-10.24215	21.93	52.52295	-5.48212	6.7	8.06	3.667709	0.0255	0.0116	316.44	9.999	9.999	9.999	9.999
1	1.27	58.5	0.5105	0.121	2.883	8.66E-13	1.67E-13	1.70E-12	2.35E-13	0.4322	0.1024	3.5145	8.47E-13	1.63E-13	1.96E-12	2.71E-13	73.533461	-10.227426	5.2	4525	32.9	43	1172.2	1159.7	11.98	5.91	2RXS	J045409.7-101431	73.54046	-10.24214	20.93	-30.65944	-32.58387	46.38	72.09	9.986848	0.1903	0.0264	378.83	0.843	0.076	0.363	0.095
1	0.73	40.4	0.9233	0.4916	0.1479	1.13E-13	3.59E-14	1.23E-13	5.26E-14	0	0	0	0	0	0	0	32.404518	-10.144088	3.16	7828	16.4	15.9	3476.2	3541.5	2.53	2.21	2RXS	J020939.2-100904	32.41335	-10.15119	16.91	-64.9444	-21.81328	7.99	8.64	3.699923	0.0225	0.0096	384.47	0.063	0.267	-0.644	0.317
1	0.12	6.6	0.8623	0.4356	0.287	1.67E-13	5.22E-14	1.94E-13	7.72E-14	0	0	0	0	0	0	0	13.498476	-10.11376	3.21	8992	14.7	16.5	2473.1	2597.4	30.03	3.79	2RXS	J005359.1-100650	13.49664	-10.11411	12.68	-72.9754	-14.62621	11.55	10.13	4.028564	0.0262	0.0104	386.46	0.935	0.4	0.592	0.303
1	0.24	7.5	0.8904	0.1481	0.6906	9.11E-13	9.91E-14	1.02E-12	1.29E-13	0.8343	0.1388	1.0683	1.02E-12	1.11E-13	1.22E-12	1.54E-13	32.178913	-10.090123	9.19	7828	91.9	106	2414.8	2494.7	11.19	2.18	2RXS	J020843.1-100517	32.17965	-10.08817	6.81	-65.06068	-21.67125	143.3	72.54	9.124503	0.1888	0.0237	384.33	0.222	0.105	-0.033	0.13
1	1.35	100.1	1.1703	0.56	0.333	2.07E-13	6.14E-14	1.77E-13	6.63E-14	0	0	0	0	0	0	0	32.838012	-10.073761	3.37	7828	15.5	15	1827.3	1853.7	28.21	2.31	2RXS	J021114.9-100507	32.81237	-10.08544	51.89	-64.62051	-21.89377	7.31	12.07	4.531092	0.0315	0.0118	383.54	0.149	0.277	-0.283	0.31
1	1.19	51.4	0.8866	0.4311	0.2378	1.79E-13	3.64E-14	2.01E-13	8.89E-14	0	0	0	0	0	0	0	71.555908	-10.021574	4.9	328	39.5	42.7	6809	6887.6	14.2	5.8	2RXS	J044613.8-100208	71.55782	-10.03572	13.15	-32.32847	-32.10397	7.2	10.59	4.673961	0.0227	0.01	465.98	-0.877	0.206	-0.043	1.766
1	0.7	21.8	1.6623	0.305	3.2092	1.56E-12	1.11E-13	9.36E-13	1.58E-13	1.2092	0.2218	1.1025	1.58E-12	1.12E-13	1.31E-12	2.21E-13	137.00272	-9.990357	14.05	7690	211.7	252	4013.1	3929.9	0.38	4.61	2RXS	J090802.0-095929	137.00874	-9.9915	8.61	24.38757	-25.23364	68.38	44.21	7.475266	0.1154	0.0195	383.08	1	0.149	-0.383	0.15
1	1.7	129.2	0.6314	0.3583	0.7798	1.47E-13	5.93E-14	2.32E-13	9.23E-14	0	0	0	0	0	0	0	137.174341	-9.937552	2.47	7690	14.2	15	2849.8	2901.6	10.29	4.56	2RXS	J090850.4-095636	137.21027	-9.94357	20.53	24.57623	-25.12434	8.77	11.03	4.386373	0.0288	0.0114	383.41	-1	2.285	0	0
1	0.64	37	3.0593	1.6608	1.8898	3.57E-13	1.17E-13	1.17E-13	5.05E-14	0	0	0	0	0	0	0	12.307791	-9.872988	3.06	1983	11.8	12.4	920	922.5	31.38	3.6	2RXS	J004913.7-095145	12.30729	-9.86272	23.58	-72.72677	-13.92719	6.63	9	3.901436	0.0161	0.007	557.53	9.999	9.999	9.999	9.999
1	0.93	40.9	0.9075	0.361	0.2403	2.68E-13	6.36E-14	2.95E-13	9.42E-14	1.1743	0.4672	0.4113	1.91E-13	4.54E-14	1.63E-13	5.19E-14	174.496523	-9.836664	4.21	8995	24.5	33.7	2411.1	2531.4	29.1	2.97	2RXS	J113756.7-094952	174.48643	-9.83117	16.36	48.96968	-11.20464	13.99	15.33	4.892125	0.0453	0.0145	338.33	-0.304	0.178	-0.172	0.303
1	0.95	68.6	0.8118	0.3175	0.5299	4.93E-13	1.38E-13	6.08E-13	1.66E-13	0	0	0	0	0	0	0	330.58083	-9.823785	3.57	131	16.7	16.9	974.7	958.8	6.8	4.14	2RXS	J220223.9-094939	330.59979	-9.82756	48.6	-46.62287	2.05205	8.18	24.23	6.613442	0.0786	0.0215	308.23	0.228	0.334	0.082	0.428
1	1.54	68	0.8977	0.3491	0.2732	3.42E-13	8.18E-14	3.81E-13	1.17E-13	0	0	0	0	0	0	0	85.222592	-9.804453	4.18	4921	21.7	21.6	2062.2	2066.4	12.07	14.61	2RXS	J054057.7-094751	85.24048	-9.79766	16.5	-20.06283	-33.14441	15.69	15.49	4.749612	0.0359	0.011	431.07	1	0.311	0.249	0.244
1	1.43	125.4	0.4746	0.235	1.5633	2.89E-13	1.19E-13	6.08E-13	1.66E-13	0	0	0	0	0	0	0	330.616821	-9.797021	2.42	131	9.4	7.4	937.9	900.2	9.43	4.15	2RXS	J220223.9-094939	330.59979	-9.82756	48.6	-46.62287	2.05205	8.18	24.23	6.613442	0.0786	0.0215	308.23	0.228	0.334	0.082	0.428
1	0.92	38.8	1.8087	0.5891	1.793	6.77E-13	1.40E-13	3.74E-13	9.41E-14	2.0527	0.6685	2.1319	6.19E-13	1.28E-13	3.02E-13	7.58E-14	163.157993	-9.698381	4.83	5369	26.4	28.5	1042.8	1029	29.08	3.12	2RXS	J105237.8-094115	163.15761	-9.68762	10.66	43.25955	-15.54524	26.35	22.68	5.70167	0.0559	0.0141	405.73	0.031	0.188	-0.526	0.22
1	0.69	20.8	0.6176	0.0556	4.4137	2.21E-12	6.87E-14	3.58E-12	3.02E-13	0.9471	0.0853	0.5911	1.66E-12	5.17E-14	1.76E-12	1.48E-13	86.934449	-9.66585	32.17	5048	1080	1449.1	15670.3	15408	0.38	19.05	2RXS	J054745.3-094010	86.93892	-9.66959	4.46	-18.49653	-33.07062	389.22	153.14	12.936546	0.3333	0.0282	459.45	0.008	0.07	-0.347	0.092
1	1.26	60.6	0.2587	0.0522	7.3129	8.42E-13	1.52E-13	3.25E-12	2.93E-13	0.1915	0.0386	8.3876	8.64E-13	1.56E-13	4.51E-12	4.06E-13	137.247376	-9.635529	5.54	7690	58.1	107.4	2020.2	1920.3	25.37	4.46	2RXS	J090900.7-093904	137.25317	-9.65136	25.14	24.78239	-24.83409	227	155.51	13.992405	0.4072	0.0366	381.88	0.963	0.029	0.248	0.06
1	1.39	57.5	0.1617	0.0313	8.7557	4.69E-13	8.00E-14	2.90E-12	2.66E-13	0.1485	0.0288	8.9517	4.87E-13	8.31E-14	3.28E-12	3.01E-13	14.085848	-9.590357	5.86	8992	39.3	48	2377.4	2359.5	26.88	3.89	2RXS	J005620.1-093622	14.08401	-9.60623	6.08	-72.44003	-14.39144	295.59	130.61	11.974928	0.3864	0.0354	338.04	0.557	0.066	0.176	0.082
1	0.84	25.4	0.5497	0.0968	3.477	8.32E-13	1.19E-13	1.51E-12	1.56E-13	0.6232	0.1097	2.7683	7.64E-13	1.09E-13	1.23E-12	1.26E-13	12.678107	-9.482435	7	1983	55.1	67.2	1870.2	1872.6	1.36	3.83	2RXS	J005041.0-092856	12.67097	-9.48225	4.09	-72.35326	-13.72186	240.85	107.42	11.062647	0.2033	0.0209	528.41	0.143	0.088	0.13	0.115
1	0.87	26	0.388	0.0221	18.1403	1.05E-11	5.22E-13	2.70E-11	7.48E-13	0.5585	0.0318	11.2608	6.34E-12	3.15E-13	1.14E-11	3.14E-13	53.239569	-9.45371	20.11	3106	415.5	570.8	1134.9	1110.8	0.38	4.06	2RXS	J033256.0-092728	53.23363	-9.45793	1.74	-48.05027	-27.7157	4664.73	1350.49	37.379021	3.5305	0.0977	382.53	-0.376	0.021	-0.138	0.039
1	0.17	9.6	1.5998	0.9309	0.8586	2.31E-13	7.15E-14	1.44E-13	7.11E-14	0	0	0	0	0	0	0	131.67084	-9.366726	3.23	7404	14.5	17.1	1792	1802.8	7.17	3.99	2RXS	J084641.6-092158	131.67348	-9.36619	16.46	20.42745	-26.26168	7.51	6.22	3.064474	0.019	0.0094	327.38	1	0.835	1	0.287
1	0.29	12.4	0.9357	0.3888	0.1574	2.40E-13	5.18E-14	2.56E-13	9.10E-14	0	0	0	0	0	0	0	174.767025	-9.347821	4.63	8995	32.1	36.7	3565	3586.1	14.67	3.08	2RXS	J113904.8-092057	174.77016	-9.34933	12.22	49.52481	-10.6509	12.78	12.94	4.59311	0.0386	0.0137	335.56	0.443	0.402	-0.877	0.327
1	0.72	22.4	1.0488	0.1424	0.3523	1.87E-12	1.60E-13	1.79E-12	1.88E-13	1.1971	0.1625	1.3407	1.70E-12	1.46E-13	1.42E-12	1.50E-13	162.879026	-9.306977	11.69	5369	141.8	183.9	2030.4	2003.6	0.38	3.15	2RXS	J105130.1-091806	162.87543	-9.30188	8.5	43.39611	-15.30064	178.9	107.76	11.363487	0.2653	0.028	406.22	0.024	0.077	0.353	0.1
1	0.94	50.6	0.2808	0.0838	4.324	3.21E-13	8.30E-14	1.14E-12	1.71E-13	0.4605	0.1375	2.8216	2.20E-13	5.68E-14	4.77E-13	7.14E-14	92.31712	-9.116019	3.87	10684	21.9	27.9	2180.6	2258.6	36.95	19.65	2RXS	J060918.2-090737	92.32595	-9.12705	9.46	-13.47186	-32.54435	80.14	56.23	8.415754	0.1065	0.0159	527.98	-0.136	0.107	-0.174	0.159
1	1.44	55.7	4.5539	1.701	6.7686	3.15E-12	2.61E-13	6.91E-13	2.52E-13	0	0	0	0	0	0	0	228.211785	-9.09893	12.04	2053	149.9	175	1522	1540.2	0.84	7.78	2RXS	J151253.9-090524	228.22461	-9.09004	24.36	40.13675	8.50941	11.3	11.45	4.169876	0.0715	0.026	160.11	0.702	0.221	0.774	0.168
1	1	42.9	0.6181	0.1651	1.8371	5.07E-13	1.08E-13	8.20E-13	1.32E-13	0.6639	0.1773	1.569	4.92E-13	1.05E-13	7.41E-13	1.19E-13	163.005367	-9.084912	4.69	5369	25.7	30.9	1364.3	1342.2	15.18	3.19	2RXS	J105200.0-090427	163.00005	-9.07421	12.27	43.65144	-15.04292	66.29	48.91	7.86391	0.121	0.0195	404.18	0.16	0.123	0.398	0.144
1	0.24	13.8	0.7498	0.3433	0.5966	1.88E-13	5.23E-14	2.51E-13	9.14E-14	0	0	0	0	0	0	0	170.80482	-9.07009	3.6	10228	21.6	20.2	3275.2	3159.4	24.51	4.01	2RXS	J112313.9-090418	170.80827	-9.07182	20.65	47.95956	-11.97046	10.51	11.69	4.25404	0.033	0.012	354.24	1	1.335	-0.267	0.62
1	0.11	4	0.8432	0.1891	0.7417	5.46E-13	7.61E-14	6.47E-13	1.14E-13	0.6021	0.1351	2.0435	6.48E-13	9.04E-14	1.08E-12	1.89E-13	355.314197	-9.018154	7.17	6852	60.9	85.7	2834.9	2769.3	0.38	2.63	2RXS	J234115.3-090109	355.31381	-9.01918	20.27	-65.44666	-6.41522	51.4	37.72	6.626047	0.1066	0.0187	353.86	0.812	0.098	0.1	0.127
1	2.15	161.5	0.3855	0.1802	1.9256	1.33E-13	4.94E-14	3.46E-13	9.87E-14	0.3903	0.1825	1.9056	1.36E-13	5.03E-14	3.48E-13	9.94E-14	174.280991	-9.000921	2.7	8995	13.7	13.5	2762.6	2606.1	25.37	3.18	2RXS	J113715.4-090152	174.31432	-9.03139	18.27	49.61757	-10.54117	16.2	18.65	5.323049	0.0511	0.0146	364.81	0.278	0.165	0.544	0.162
1	0.52	27.7	0.7455	0.2713	0.8301	3.93E-13	1.15E-13	5.27E-13	1.13E-13	0.7167	0.2608	0.9423	4.19E-13	1.23E-13	5.84E-13	1.25E-13	35.615588	-8.949217	3.4	229	13.2	14.5	878.1	889.9	31.31	2.88	2RXS	J022225.9-085705	35.6082	-8.95164	7.93	-61.84936	-21.81072	43.24	28.71	6.154582	0.0823	0.0176	348.93	0.328	0.152	0.193	0.18
1	2.55	190.6	0.4919	0.3241	1.0049	1.69E-13	8.19E-14	3.43E-13	1.53E-13	0	0	0	0	0	0	0	48.746913	-8.894754	2.06	4900	7.7	6.2	1410.2	1338.8	13.33	5.97	2RXS	J031457.8-085650	48.74119	-8.94741	16.55	-51.55791	-25.98142	9.38	7.03	3.13334	0.0384	0.0171	183.3	-1	0.277	1	8.946
1	0.47	34.5	0.9011	0.4794	0.1958	1.82E-13	6.99E-14	2.02E-13	7.41E-14	0	0	0	0	0	0	0	354.936259	-8.875898	2.6	6852	9.4	6.9	1315.6	1322.2	24.31	2.64	2RXS	J233943.6-085304	354.93201	-8.88453	13.23	-65.09966	-6.14136	12.2	10.77	3.959083	0.0332	0.0122	324.97	0.161	0.26	-0.449	0.296
1	1.05	57.7	0.2854	0.0987	3.3656	2.07E-13	5.90E-14	7.26E-13	1.42E-13	0.4332	0.1498	2.4461	1.06E-13	3.03E-14	2.45E-13	4.81E-14	136.689834	-8.823192	3.51	9048	18.6	21.6	2606.2	2631.7	0.84	4.29	2RXS	J090645.8-084825	136.69119	-8.80722	13.6	24.82512	-24.21152	43.5	34.12	6.691973	0.0924	0.0181	369.34	-0.487	0.115	-0.152	0.258
1	0.45	13.6	1.226	0.0755	3.49	6.87E-12	1.96E-13	5.61E-12	3.06E-13	1.1588	0.0713	2.4905	7.69E-12	2.19E-13	6.64E-12	3.62E-13	38.660534	-8.789952	35.16	3143	1251.2	1556.9	3852.7	3770.7	0.38	1.51	2RXS	J023437.9-084713	38.65818	-8.78697	3.58	-59.48923	-22.68843	1191.09	347.49	18.966541	1.3013	0.071	267.03	-0.022	0.045	0.145	0.063
1	0.64	28.3	1.3727	0.5702	0.8236	2.29E-13	4.37E-14	1.67E-13	6.16E-14	0	0	0	0	0	0	0	30.862719	-8.732914	5.24	5163	37.8	41	3887.5	3963.2	12.14	2.08	2RXS	J020325.3-084345	30.85565	-8.72932	16.9	-64.93743	-19.93115	11.37	12.74	4.700605	0.0317	0.0117	401.74	-0.425	0.206	0.268	0.406
1	0.19	5.9	2.517	0.5133	4.9781	1.89E-12	1.85E-13	7.49E-13	1.34E-13	2.3658	0.4824	4.6635	1.87E-12	1.84E-13	7.92E-13	1.42E-13	154.984867	-8.698267	10.2	3186	109.4	121.9	1734.3	1731.2	6.71	4.94	2RXS	J101956.7-084151	154.98639	-8.69761	5.84	38.71904	-17.75821	69.27	39.53	7.068449	0.0898	0.0161	440.1	0.61	0.106	0.304	0.12
1	1.38	106.6	0.3118	0.1457	2.1513	1.52E-13	5.46E-14	4.89E-13	1.47E-13	0.364	0.1701	1.9453	1.36E-13	4.86E-14	3.73E-13	1.12E-13	139.280762	-8.662171	2.79	151	12.8	13	2400.5	2484.6	23.78	4.02	2RXS	J091704.9-084124	139.27055	-8.69001	25.67	26.95679	-23.2776	14.95	18.42	5.521702	0.0641	0.0192	287.21	0.105	0.18	0.068	0.223
1	1.21	37.8	0.4748	0.1246	2.2961	2.80E-13	4.10E-14	5.90E-13	1.29E-13	0.4955	0.1301	2.1968	2.74E-13	4.02E-14	5.54E-13	1.21E-13	170.895179	-8.661286	6.83	10228	67.7	68.4	6858.6	6494.7	1.13	3.9	2RXS	J112332.3-083930	170.88492	-8.65854	8.57	48.35532	-11.56151	38.92	28.68	6.249782	0.0785	0.0171	365.28	0.319	0.171	-0.628	0.163
1	0.91	68.8	0.747	0.3868	0.5561	1.62E-13	6.01E-14	2.17E-13	7.81E-14	0	0	0	0	0	0	0	35.958532	-8.621489	2.69	229	10.1	11.8	1649.3	1671.8	3.04	2.99	2RXS	J022347.0-083624	35.94604	-8.60692	19.83	-61.37	-21.60344	10.77	12.48	4.498695	0.0331	0.0119	376.88	1	0.256	-0.209	0.22
1	0.61	45.4	0.6977	0.4143	0.5675	1.10E-13	4.03E-14	1.58E-13	7.38E-14	0	0	0	0	0	0	0	91.869674	-8.616173	2.73	10684	17.9	17.3	5190.2	5374	7.96	20.18	2RXS	J060726.1-083632	91.85912	-8.60907	13.15	-13.6603	-32.03437	7.47	7.74	3.617646	0.0147	0.0069	527.28	0.406	0.441	-1	0.375
1	0.21	11.2	0.391	0.131	2.944	4.00E-13	1.15E-13	1.02E-12	1.78E-13	0.3443	0.1154	3.279	3.70E-13	1.06E-13	1.07E-12	1.87E-13	254.127509	-8.575951	3.49	3112	15.6	17.5	1268	1276.3	21.12	13.71	2RXS	J165630.1-083441	254.12546	-8.5783	7.44	20.79681	13.97358	67.7	42.83	7.449001	0.0971	0.0169	441.17	0.96	0.074	0.602	0.1
1	0.66	20.4	1.1146	0.1865	0.6697	1.81E-12	1.32E-13	1.62E-12	2.45E-13	1.183	0.198	1.0545	1.66E-12	1.21E-13	1.40E-12	2.11E-13	233.09881	-8.530104	13.73	9027	198.5	250.3	3532.1	3403.5	0.38	8.6	2RXS	J153223.5-083208	233.09795	-8.53569	7.68	37.16979	10.2758	99.12	53.02	7.988739	0.1643	0.0248	322.65	0.563	0.101	0.44	0.124
1	1.15	84.9	0.6021	0.3254	0.8855	1.36E-13	5.12E-14	2.26E-13	8.78E-14	0	0	0	0	0	0	0	38.868097	-8.514965	2.66	3143	10.3	10	1899.9	1885	20.54	2.54	2RXS	J023533.7-083025	38.89052	-8.50696	11.34	-59.13287	-22.50184	12.36	9.8	3.804017	0.038	0.0148	257.59	-0.808	0.297	1	1.324
1	0.31	9.3	0.5222	0.0552	6.0433	3.08E-12	2.54E-13	5.90E-12	3.92E-13	0.5367	0.0567	5.8123	2.87E-12	2.36E-13	5.36E-12	3.55E-13	225.240174	-8.51438	12.16	7741	153.8	189.8	1580.2	1554	0.38	7.19	2RXS	J150058.1-083057	225.24226	-8.51591	4.12	42.51438	8.24922	565.33	253.41	16.821318	0.6238	0.0414	406.21	0.573	0.042	0.254	0.054
1	0.55	23.2	0.8268	0.2353	0.6683	5.85E-13	1.22E-13	7.08E-13	1.37E-13	0.846	0.2407	0.588	5.76E-13	1.20E-13	6.80E-13	1.32E-13	137.023539	-8.486391	4.79	9048	26.7	28.7	1315.7	1323.2	27.53	4.17	2RXS	J090805.5-082934	137.0231	-8.49281	10.52	25.27479	-23.80914	50.35	34.4	6.651379	0.0913	0.0176	376.92	0.387	0.143	0.228	0.159
1	1.18	36.8	0.8577	0.1571	0.8109	7.56E-13	7.74E-14	8.82E-13	1.34E-13	1.0456	0.1915	0.2455	5.67E-13	5.81E-14	5.43E-13	8.24E-14	203.309534	-8.443612	9.77	917	104.8	112	3383	3306.2	22.97	2.32	2RXS	J133311.8-082633	203.29927	-8.44257	7.99	53.01805	1.19908	85.99	53.55	8.135356	0.1566	0.0238	341.91	-0.328	0.127	0.041	0.229
1	1.2	55.2	1.0851	0.415	0.2147	5.21E-13	1.28E-13	4.80E-13	1.41E-13	0	0	0	0	0	0	0	334.487793	-8.361601	4.07	3653	18.7	24.2	1087.2	1050.5	4.22	5.28	2RXS	J221753.8-082115	334.47418	-8.35428	20.8	-49.15398	2.07951	17.82	15.58	4.566695	0.0561	0.0164	277.94	0.771	0.238	0.108	0.255
1	1.31	99.6	0.8417	0.4464	0.318	1.11E-13	3.76E-14	1.32E-13	5.37E-14	0.6777	0.3594	0.6885	4.00E-15	1.35E-15	5.90E-15	2.41E-15	30.396249	-8.358396	2.95	5163	14.4	12.3	3029.7	2920.6	28.92	2.02	2RXS	J020131.9-082257	30.38293	-8.38271	21.09	-64.97126	-19.43831	8.07	10.09	4.115182	0.0255	0.0104	395.7	-1	0.192	0	0
1	1.74	62.6	1.2456	0.4334	0.6824	4.92E-13	6.13E-14	3.95E-13	1.28E-13	0	0	0	0	0	0	0	139.461621	-8.351683	8.03	151	82.3	112.3	4736.5	4833.9	2.29	3.88	2RXS	J091753.5-082152	139.47327	-8.3647	19.76	27.31146	-22.90451	12.85	15.17	4.927862	0.0528	0.0171	287.61	1	0.374	-0.007	0.258
1	0.99	30	0.483	0.0306	9.2122	3.01E-12	1.01E-13	6.23E-12	3.34E-13	0.5627	0.0357	7.6781	2.51E-12	8.46E-14	4.47E-12	2.40E-13	203.686779	-8.336393	29.71	917	921.9	1193.8	7465.3	7216.1	0.38	2.3	2RXS	J133443.6-082034	203.68169	-8.34302	3.73	53.01057	1.42982	892.69	378.22	20.31575	1.1115	0.0597	340.28	-0.222	0.039	0.065	0.064
1	0.79	23.8	0.4154	0.0146	22.9356	1.88E-11	4.97E-13	4.52E-11	1.04E-12	0.6976	0.0244	10.2579	1.11E-11	2.93E-13	1.59E-11	3.66E-13	253.874609	-8.328316	37.83	3112	1447.8	1866.7	2507.7	2405.2	0.38	13.4	2RXS	J165529.4-082004	253.87262	-8.33464	1.38	21.13974	14.18741	8915.24	1912.32	43.98291	4.2974	0.0988	444.99	-0.283	0.018	0.003	0.031
1	0.73	23.5	1.0691	0.4738	0.1553	2.74E-13	2.66E-14	2.56E-13	1.11E-13	0	0	0	0	0	0	0	40.268794	-8.256556	10.29	1880	137.3	170.1	13352.6	12694.2	0.84	3.07	2RXS	J024105.2-081544	40.27198	-8.26228	12.04	-57.92808	-22.72493	12.3	7.46	3.225943	0.0386	0.0167	193.38	0.43	0.382	-0.359	0.346
1	0.7	29	0.2285	0.0573	6.9732	4.03E-13	9.32E-14	1.77E-12	1.72E-13	0.3339	0.0837	5.367	2.50E-13	5.77E-14	7.48E-13	7.28E-14	51.415686	-8.238446	4.33	4974	24.1	34	1772.2	1808.5	11.49	4.75	2RXS	J032540.0-081447	51.41699	-8.2464	6.39	-48.95211	-26.06078	197.75	129.86	12.626957	0.215	0.0209	603.91	-0.325	0.068	0.183	0.124
1	0.83	26.2	1.6509	0.6082	1.5767	6.36E-13	9.02E-14	3.85E-13	1.31E-13	0	0	0	0	0	0	0	78.638959	-8.188399	7.05	5473	58.5	69.3	2981.5	2889	0.84	9.65	2RXS	J051431.7-081108	78.63215	-8.18565	9.85	-25.24026	-31.10664	16.63	13.31	4.525256	0.0381	0.013	348.92	1	0.336	0.42	0.232
1	2.16	115.1	0.271	0.0791	5.706	5.37E-13	1.46E-13	1.98E-12	2.07E-13	0.2515	0.0734	5.9989	5.35E-13	1.46E-13	2.13E-12	2.22E-13	150.469643	-8.168597	3.67	7405	16.4	18	912.6	917.2	39.99	4.94	2RXS	J100200.2-080939	150.50102	-8.16103	5.22	35.89235	-18.9127	213.25	103.81	10.822621	0.2377	0.0248	436.81	0.632	0.07	0.334	0.084
1	0.41	30.7	0.6804	0.4002	0.6084	1.40E-13	5.05E-14	2.06E-13	9.55E-14	0	0	0	0	0	0	0	265.1008	-8.104029	2.77	9069	15.2	14	3468.3	3494.6	28	19.99	2RXS	J174022.6-080635	265.09457	-8.10992	13.64	11.8004	15.2437	8.59	7.12	3.306381	0.0191	0.0089	371.88	0	0	1	2.163
1	0.94	54.5	0.5591	0.2419	1.1653	1.31E-13	3.32E-14	2.35E-13	8.23E-14	0	0	0	0	0	0	0	154.699331	-8.101944	3.95	6098	23.7	24.3	5383.1	5495.9	27.09	4.85	2RXS	J101850.6-080532	154.71111	-8.09227	23.38	38.95755	-17.30051	12.71	12.72	4.462712	0.0283	0.0099	449.02	-0.601	0.26	-1	0.45
1	0.62	26.6	0.9747	0.3749	0.0665	5.19E-13	1.28E-13	5.33E-13	1.57E-13	1.268	0.4877	0.6235	4.29E-13	1.06E-13	3.38E-13	9.99E-14	79.124282	-8.083748	4.06	5473	20.7	21.6	1296	1379.9	29.95	10.52	2RXS	J051631.4-080510	79.13125	-8.08639	12.06	-24.75312	-31.05202	18.58	18.83	5.562284	0.0521	0.0154	361.83	0.225	0.156	0.268	0.185
1	2.3	125.5	0.2007	0.072	3.1272	8.81E-14	2.26E-14	4.39E-13	1.10E-13	0.2291	0.0822	2.9975	7.97E-14	2.05E-14	3.48E-13	8.71E-14	155.013964	-7.933889	3.89	6098	32.1	25.4	10887.7	11126.6	5.85	4.91	2RXS	J102000.8-075402	155.00343	-7.90062	13.08	39.29769	-17.0139	27.92	23.31	5.835184	0.0527	0.0132	442.2	0.242	0.163	-0.117	0.201
1	0.29	9.5	4.0713	1.2868	6.7824	1.81E-12	1.48E-13	4.44E-13	1.35E-13	0	0	0	0	0	0	0	63.716455	-7.924218	12.17	865	156.8	180.8	2667.7	2585	20.66	5.75	2RXS	J041451.8-075517	63.71597	-7.92161	14.39	-38.26496	-28.66537	16.12	17.41	5.313508	0.0502	0.0153	346.65	1	0.22	0.779	0.123
1	1.12	48.1	0.3276	0.0999	2.619	1.44E-13	2.50E-14	4.38E-13	1.10E-13	0.3738	0.114	2.4209	1.30E-13	2.27E-14	3.48E-13	8.71E-14	154.996131	-7.889404	5.74	6098	55.6	70.1	11559.7	11507.3	6.14	4.9	2RXS	J102000.8-075402	155.00343	-7.90062	13.08	39.29769	-17.0139	27.92	23.31	5.835184	0.0527	0.0132	442.2	0.242	0.163	-0.117	0.201
1	1.09	83.5	0.2841	0.1452	1.9154	7.18E-14	2.61E-14	2.53E-13	9.08E-14	0	0	0	0	0	0	0	154.682088	-7.87967	2.75	6098	17.4	19.1	7211	6975.3	24.8	4.83	2RXS	J101843.2-075410	154.68025	-7.9028	22.84	39.06977	-17.13649	10.23	13.71	4.924446	0.0306	0.011	448.31	0.889	0.291	0.974	0.12
1	0.36	27.1	0.8722	0.4032	0.2961	2.93E-13	9.93E-14	3.36E-13	1.06E-13	0.6756	0.3123	0.8343	3.19E-13	1.08E-13	4.73E-13	1.49E-13	8.485743	-7.858247	2.95	2480	11.8	15.4	1114.3	1068.1	29.74	3.53	2RXS	J003355.3-075109	8.48071	-7.85259	20.83	-70.28273	-10.57156	18.46	17.32	5.442208	0.047	0.0148	368.71	0.807	0.116	0.441	0.125
1	0.32	13.8	0.6217	0.2878	0.8991	1.34E-13	3.31E-14	2.16E-13	8.47E-14	0	0	0	0	0	0	0	88.175594	-7.844639	4.06	7196	26.6	26.3	6370.1	6258.3	24.45	17.79	2RXS	J055242.6-075029	88.1777	-7.84141	12.47	-16.59875	-31.26735	11.7	10.24	4.013233	0.0202	0.0079	506.92	1	0.488	-0.607	0.314
1	1.95	111.3	0.3335	0.1556	1.8669	9.61E-14	3.06E-14	2.88E-13	9.82E-14	0	0	0	0	0	0	0	87.978624	-7.754806	3.14	7196	18.3	19.5	6128.4	6925.7	18.31	17.92	2RXS	J055153.1-074705	87.97155	-7.78491	20.94	-16.75739	-31.20766	11.51	13.28	4.526157	0.0269	0.0092	493.59	-0.314	0.29	0.488	0.479
