#Column	usrid	(I7)	User Table identifier	(cross_match.usrid)	[""]	[meta.id]
#Column	separation	(F9.2)	Distance from master source to user source	(cross_match.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	flux_aper_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_lolim_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_hilim_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_s)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_lolim_s)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_hilim_s)	["erg/s/cm^2"]	[]
usrid	separation	name	ra	dec	flux_aper_m	flux_aper_lolim_m	flux_aper_hilim_m	flux_aper_s	flux_aper_lolim_s	flux_aper_hilim_s
   1323	    57.54	 2CXO J122254.8+154959	 12 22 54.87	+15 49 59.87	5.257e-17	2.921e-18	1.022e-16	5.066e-16	2.974e-16	7.048e-16
   1323	    62.25	 2CXO J122254.6+155005	 12 22 54.66	+15 50 05.64	8.079e-16	5.563e-16	1.046e-15	5.578e-16	2.524e-16	8.633e-16
   1323	    62.99	 2CXO J122249.8+154834	 12 22 49.84	+15 48 34.05	7.257e-16	5.154e-16	9.361e-16	2.496e-16	1.216e-16	3.712e-16
   1323	    63.42	 2CXO J122257.6+154839	 12 22 57.65	+15 48 39.51	2.643e-16	1.483e-16	3.803e-16	5.742e-16	3.928e-16	7.555e-16
   1323	    63.69	 2CXO J122254.7+154803	 12 22 54.73	+15 48 03.51	7.984e-16	5.956e-16	9.885e-16	2.971e-16	1.716e-16	4.159e-16
   1323	    64.11	 2CXO J122249.9+154828	 12 22 49.99	+15 48 28.52	5.496e-17	0.000e+00	1.128e-16	1.772e-15	1.391e-15	2.131e-15
   1323	    66.67	 2CXO J122258.2+154859	 12 22 58.23	+15 48 59.31	1.329e-15	1.087e-15	1.556e-15	9.888e-16	7.958e-16	1.182e-15
   1323	    66.77	 2CXO J122250.3+154817	 12 22 50.39	+15 48 17.49	2.781e-15	2.441e-15	3.101e-15	2.142e-15	1.856e-15	2.429e-15
   1323	    69.77	 2CXO J122258.3+154918	 12 22 58.37	+15 49 18.85	1.442e-15	1.133e-15	1.734e-15	6.566e-16	4.596e-16	8.535e-16
   1323	    69.82	 2CXO J122253.2+155014	 12 22 53.22	+15 50 14.76	2.776e-16	1.319e-16	4.164e-16	2.270e-16	6.054e-17	3.935e-16
   1323	    70.78	 2CXO J122257.3+154819	 12 22 57.39	+15 48 19.77	5.790e-17	0.000e+00	1.158e-16	1.814e-16	3.819e-17	3.151e-16
   1323	    71.36	 2CXO J122254.4+155015	 12 22 54.49	+15 50 15.46	2.232e-16	1.252e-16	3.157e-16	8.557e-16	6.223e-16	1.089e-15
   1323	    73.68	 2CXO J122249.1+154831	 12 22 49.10	+15 48 31.15	3.125e-15	2.628e-15	3.594e-15	2.256e-15	1.815e-15	2.673e-15
   1323	    74.44	 2CXO J122254.8+155017	 12 22 54.89	+15 50 17.40	5.329e-16	3.638e-16	6.937e-16	6.746e-16	4.688e-16	8.690e-16
   1323	    74.51	 2CXO J122257.5+154816	 12 22 57.52	+15 48 16.24	7.534e-16	5.382e-16	9.687e-16	5.592e-16	3.693e-16	7.385e-16
   1323	    76.34	 2CXO J122258.8+154850	 12 22 58.83	+15 48 50.99	2.179e-16	1.215e-16	3.101e-16	1.800e-16	7.652e-17	2.791e-16
   1323	    76.67	 2CXO J122257.1+154807	 12 22 57.15	+15 48 07.74	0.000e+00	0.000e+00	8.158e-17	6.191e-16	4.092e-16	8.290e-16
   1323	    82.61	 2CXO J122250.3+154757	 12 22 50.32	+15 47 57.85	2.867e-16	1.558e-16	4.176e-16	1.061e-16	2.477e-17	1.840e-16
   1323	    82.75	 2CXO J122257.8+155001	 12 22 57.81	+15 50 01.83	1.533e-15	1.190e-15	1.876e-15	8.732e-16	5.458e-16	1.201e-15
   1323	    90.58	 2CXO J122247.3+154911	 12 22 47.37	+15 49 11.51	8.889e-17	1.333e-17	1.644e-16	0.000e+00	0.000e+00	7.167e-17
   1323	    94.59	 2CXO J122247.1+154913	 12 22 47.10	+15 49 13.50	1.129e-15	8.747e-16	1.368e-15	2.004e-16	7.074e-17	3.301e-16
   1323	    96.11	 2CXO J122253.8+155041	 12 22 53.87	+15 50 41.24	7.041e-17	1.280e-17	1.280e-16	3.083e-16	1.456e-16	4.711e-16
   1323	    99.24	 2CXO J122249.6+154744	 12 22 49.67	+15 47 44.04	4.685e-16	3.149e-16	6.144e-16	2.123e-16	1.143e-16	3.104e-16
   1323	   102.17	 2CXO J122257.5+155029	 12 22 57.59	+15 50 29.89	2.732e-16	1.024e-16	4.439e-16	1.800e-16	1.636e-17	3.354e-16
   1323	   103.34	 2CXO J122258.6+154751	 12 22 58.68	+15 47 51.89	4.528e-15	3.954e-15	5.102e-15	1.046e-14	9.587e-15	1.133e-14
   1323	   104.96	 2CXO J122250.9+155042	 12 22 50.91	+15 50 42.52	1.670e-15	1.378e-15	1.947e-15	9.643e-16	7.359e-16	1.180e-15
   1323	   108.47	 2CXO J122246.1+154849	 12 22 46.19	+15 48 49.90	1.488e-15	1.177e-15	1.799e-15	2.594e-15	2.143e-15	3.045e-15
   1323	   112.60	 2CXO J122252.0+154714	 12 22 52.05	+15 47 14.93	7.233e-16	5.474e-16	8.895e-16	3.636e-16	2.488e-16	4.784e-16
   1323	   118.60	 2CXO J122247.8+154741	 12 22 47.83	+15 47 41.22	3.167e-16	1.699e-16	4.634e-16	2.044e-16	9.085e-17	3.123e-16
   1333	     8.46	 2CXO J001954.3+155741	 00 19 54.36	+15 57 41.56	1.293e-13	1.223e-13	1.363e-13	2.562e-13	2.478e-13	2.646e-13
   1340	     4.35	 2CXO J145429.4+160607	 14 54 29.50	+16 06 07.65	6.221e-15	4.977e-15	7.397e-15	2.521e-14	2.294e-14	2.749e-14
   1340	     5.86	 2CXO J145429.3+160603	 14 54 29.32	+16 06 03.44	1.634e-13	1.574e-13	1.694e-13	1.963e-13	1.902e-13	2.024e-13
   1340	     6.30	2CXO J145429.3+160603X	 14 54 29.35	+16 06 03.15	         	         	         	         	         	         
   1340	    34.17	 2CXO J145430.8+160543	 14 54 30.82	+16 05 43.92	         	         	         	1.332e-15	8.217e-16	1.842e-15
   1340	    49.50	 2CXO J145427.5+160652	 14 54 27.50	+16 06 52.05	8.089e-16	3.832e-16	1.213e-15	7.900e-16	4.202e-16	1.160e-15
   1340	    65.44	 2CXO J145426.0+160522	 14 54 26.05	+16 05 22.09	4.739e-16	1.137e-16	8.151e-16	7.190e-16	3.498e-16	1.069e-15
   1340	    81.69	 2CXO J145427.3+160451	 14 54 27.39	+16 04 51.75	4.125e-16	9.899e-17	7.260e-16	0.000e+00	0.000e+00	2.377e-16
   1340	    82.26	 2CXO J145433.3+160512	 14 54 33.33	+16 05 12.13	         	         	         	8.817e-16	4.618e-16	1.281e-15
   1340	    87.79	 2CXO J145435.2+160553	 14 54 35.21	+16 05 53.45	4.976e-16	1.194e-16	8.758e-16	         	         	         
   1340	    95.46	 2CXO J145434.0+160503	 14 54 34.01	+16 05 03.22	2.760e-16	0.000e+00	5.358e-16	4.607e-16	1.486e-16	7.580e-16
   1340	   110.83	 2CXO J145428.3+160759	 14 54 28.34	+16 07 59.23	2.924e-15	2.081e-15	3.717e-15	1.143e-15	6.959e-16	1.591e-15
   1343	     7.37	 2CXO J225357.7+160853	 22 53 57.74	+16 08 53.56	1.392e-12	1.370e-12	1.412e-12	1.178e-12	1.161e-12	1.195e-12
   1343	    11.61	 2CXO J225357.4+160857	 22 53 57.47	+16 08 57.05	8.706e-15	6.862e-15	1.055e-14	9.481e-15	7.710e-15	1.115e-14
   1343	    92.21	 2CXO J225352.8+160943	 22 53 52.81	+16 09 43.02	7.545e-15	6.053e-15	9.036e-15	6.882e-15	5.522e-15	8.162e-15
   1356	     5.17	 2CXO J124357.3+162302	 12 43 57.40	+16 23 02.05	2.893e-15	2.087e-15	3.699e-15	3.855e-15	3.048e-15	4.662e-15
   1356	     8.43	 2CXO J124357.6+162253	 12 43 57.65	+16 22 53.56	1.937e-13	1.871e-13	1.998e-13	2.105e-13	2.044e-13	2.161e-13
   1356	    46.06	 2CXO J124356.6+162344	 12 43 56.63	+16 23 44.98	3.233e-16	7.758e-17	5.689e-16	2.847e-16	6.779e-17	5.017e-16
   1356	    70.53	 2CXO J124359.3+162155	 12 43 59.37	+16 21 55.25	3.826e-16	9.183e-17	6.581e-16	         	         	         
   1356	    73.37	 2CXO J124356.1+162152	 12 43 56.11	+16 21 52.39	6.422e-16	2.833e-16	1.001e-15	1.051e-15	6.517e-16	1.430e-15
   1356	    94.29	 2CXO J124356.6+162128	 12 43 56.69	+16 21 28.82	6.262e-16	2.467e-16	1.006e-15	6.705e-16	3.353e-16	9.881e-16
   1356	    98.02	 2CXO J124358.9+162438	 12 43 59.00	+16 24 38.23	6.114e-16	2.223e-16	9.820e-16	5.050e-16	2.228e-16	7.724e-16
   1356	   107.19	 2CXO J124402.7+162142	 12 44 02.78	+16 21 42.66	9.036e-16	4.396e-16	1.343e-15	4.125e-16	1.625e-16	6.625e-16
   1356	   108.76	 2CXO J124400.2+162444	 12 44 00.30	+16 24 44.27	1.183e-15	6.605e-16	1.706e-15	1.646e-15	1.125e-15	2.140e-15
   1359	    27.14	 2CXO J001833.5+162651	 00 18 33.55	+16 26 51.37	1.575e-15	1.136e-15	1.988e-15	9.121e-16	5.770e-16	1.247e-15
   1359	    31.04	2CXO J001833.3+162612X	 00 18 33.36	+16 26 12.67	         	         	         	         	         	         
   1359	    65.67	 2CXO J001828.8+162724	 00 18 28.88	+16 27 24.70	1.673e-16	3.486e-17	2.928e-16	         	         	         
   1359	    76.81	 2CXO J001826.6+162632	 00 18 26.65	+16 26 32.21	3.948e-16	1.528e-16	6.368e-16	1.721e-16	1.639e-17	3.277e-16
   1359	    88.38	 2CXO J001828.7+162751	 00 18 28.71	+16 27 51.33	1.497e-16	2.364e-17	2.679e-16	0.000e+00	0.000e+00	1.194e-16
   1359	    93.78	 2CXO J001836.9+162736	 00 18 36.99	+16 27 36.37	0.000e+00	0.000e+00	1.007e-16	0.000e+00	0.000e+00	1.369e-16
   1359	    96.88	 2CXO J001828.4+162759	 00 18 28.49	+16 27 59.32	4.038e-15	3.395e-15	4.682e-15	5.391e-15	4.586e-15	6.196e-15
   1361	    29.44	 2CXO J043631.5+162906	 04 36 31.59	+16 29 06.54	         	         	         	         	         	         
   1364	    21.73	 2CXO J043557.9+163210	 04 35 57.92	+16 32 10.70	         	         	         	         	         	         
   1364	    28.99	 2CXO J043600.1+163226	 04 36 00.11	+16 32 26.94	         	         	         	         	         	         
   1364	    66.75	 2CXO J043602.2+163109	 04 36 02.20	+16 31 09.06	         	         	         	         	         	         
   1366	     3.60	 2CXO J052109.8+163821	 05 21 09.89	+16 38 21.91	2.673e-13	2.386e-13	2.961e-13	2.204e-13	1.940e-13	2.453e-13
   1367	    29.21	 2CXO J090720.5+163906	 09 07 20.51	+16 39 06.27	9.972e-15	8.406e-15	1.144e-14	1.102e-14	9.129e-15	1.280e-14
   1367	    31.51	2CXO J090720.3+163859X	 09 07 20.32	+16 38 59.78	         	         	         	         	         	         
   1367	    78.13	 2CXO J090718.4+163808	 09 07 18.46	+16 38 08.99	4.221e-16	0.000e+00	8.250e-16	0.000e+00	0.000e+00	6.782e-16
   1367	   109.28	 2CXO J090727.4+164024	 09 07 27.43	+16 40 24.47	0.000e+00	0.000e+00	4.168e-16	1.311e-15	6.189e-16	1.966e-15
   1367	   114.70	 2CXO J090716.1+163751	 09 07 16.18	+16 37 51.22	0.000e+00	0.000e+00	3.928e-16	7.368e-16	8.841e-17	1.356e-15
   1372	     5.04	 2CXO J090631.8+164611	 09 06 31.87	+16 46 11.85	4.091e-13	4.011e-13	4.171e-13	4.914e-13	4.834e-13	4.995e-13
   1372	    48.64	 2CXO J090629.7+164652	 09 06 29.76	+16 46 52.67	0.000e+00	0.000e+00	2.886e-16	2.356e-16	5.654e-17	4.052e-16
   1372	    69.53	 2CXO J090628.6+164525	 09 06 28.70	+16 45 25.85	1.410e-15	9.474e-16	1.873e-15	6.834e-16	3.956e-16	9.711e-16
   1372	    72.22	 2CXO J090636.6+164645	 09 06 36.63	+16 46 45.39	4.074e-16	1.222e-16	6.791e-16	         	         	         
   1390	    10.17	 2CXO J122829.5+170505	 12 28 29.59	+17 05 05.77	1.560e-13	1.346e-13	1.774e-13	2.003e-13	1.779e-13	2.214e-13
   1390	    21.15	 2CXO J122828.5+170508	 12 28 28.57	+17 05 08.34	2.782e-15	0.000e+00	5.447e-15	0.000e+00	0.000e+00	3.504e-15
   1390	    69.15	 2CXO J122827.2+170417	 12 28 27.27	+17 04 17.08	7.780e-15	2.918e-15	1.264e-14	1.069e-14	5.203e-15	1.590e-14
   1399	    99.09	 2CXO J164354.0+171719	 16 43 54.07	+17 17 19.32	4.264e-16	1.732e-16	6.795e-16	2.390e-16	7.967e-17	3.984e-16
   1399	    99.63	 2CXO J164353.9+171725	 16 43 53.98	+17 17 25.80	8.486e-16	5.267e-16	1.156e-15	2.068e-15	1.603e-15	2.533e-15
   1399	   110.41	 2CXO J164353.5+171700	 16 43 53.55	+17 17 00.45	         	         	         	         	         	         
   1404	    16.80	 2CXO J001529.9+172025	 00 15 29.92	+17 20 25.31	1.004e-15	2.411e-16	1.768e-15	2.037e-15	7.407e-16	3.272e-15
   1404	    28.64	 2CXO J001530.9+171942	 00 15 30.92	+17 19 42.45	5.861e-15	3.907e-15	7.706e-15	2.847e-14	2.455e-14	3.215e-14
   1404	    29.21	2CXO J001530.8+171941X	 00 15 30.90	+17 19 41.70	         	         	         	         	         	         
   1404	    80.99	 2CXO J001525.3+172052	 00 15 25.40	+17 20 52.94	1.865e-15	8.229e-16	2.853e-15	9.095e-16	2.183e-16	1.601e-15
   1404	    81.66	 2CXO J001535.5+172035	 00 15 35.52	+17 20 35.89	         	         	         	1.364e-15	5.115e-16	2.217e-15
   1404	    82.65	 2CXO J001535.7+171951	 00 15 35.79	+17 19 51.64	1.108e-15	2.659e-16	1.905e-15	9.610e-16	2.306e-16	1.691e-15
   1404	   102.94	 2CXO J001534.4+172131	 00 15 34.43	+17 21 31.45	3.451e-15	2.020e-15	4.882e-15	1.453e-15	5.285e-16	2.334e-15
   1420	    15.56	 2CXO J134715.4+172726	 13 47 15.46	+17 27 26.54	4.209e-14	3.274e-14	5.086e-14	2.605e-13	2.311e-13	2.879e-13
   1420	    17.34	 2CXO J134715.3+172725	 13 47 15.36	+17 27 25.53	1.063e-13	9.314e-14	1.186e-13	7.136e-13	6.671e-13	7.602e-13
   1420	    21.98	 2CXO J134716.5+172711	 13 47 16.50	+17 27 11.12	0.000e+00	0.000e+00	2.268e-15	         	         	         
   1428	     6.83	 2CXO J162022.7+173612	 16 20 22.73	+17 36 12.25	8.734e-16	3.785e-16	1.368e-15	1.015e-15	5.667e-16	1.440e-15
   1428	    10.74	 2CXO J162021.8+173624	 16 20 21.82	+17 36 24.02	2.534e-13	2.453e-13	2.610e-13	3.211e-13	3.129e-13	3.288e-13
   1445	     7.13	 2CXO J043332.8+180043	 04 33 32.81	+18 00 43.60	1.035e-13	0.000e+00	1.465e-13	2.210e-13	0.000e+00	2.934e-13
   1445	    11.00	 2CXO J043333.0+180100	 04 33 33.06	+18 01 00.25	9.784e-13	9.618e-13	9.940e-13	2.067e-12	2.040e-12	2.094e-12
   1445	   115.19	 2CXO J043341.0+180110	 04 33 41.05	+18 01 10.60	8.021e-16	1.782e-16	1.426e-15	1.303e-15	2.695e-16	2.291e-15
   1450	    16.57	 2CXO J043243.7+180254	 04 32 43.80	+18 02 54.50	         	         	         	         	         	         
   1453	     9.18	 2CXO J043003.9+181346	 04 30 03.99	+18 13 46.70	3.139e-15	1.082e-15	5.087e-15	1.053e-14	7.204e-15	1.385e-14
   1453	    11.05	 2CXO J043003.9+181349	 04 30 03.99	+18 13 49.40	1.246e-13	1.129e-13	1.362e-13	3.204e-13	3.032e-13	3.376e-13
   1453	    15.40	 2CXO J043003.5+181349	 04 30 03.58	+18 13 49.37	1.845e-13	1.710e-13	1.979e-13	4.381e-13	4.167e-13	4.581e-13
   1455	    19.68	 2CXO J043125.0+181616	 04 31 25.09	+18 16 16.68	2.658e-13	2.613e-13	2.703e-13	7.873e-13	7.766e-13	7.974e-13
   1455	    47.83	 2CXO J043122.9+181635	 04 31 22.94	+18 16 35.91	0.000e+00	0.000e+00	8.050e-16	0.000e+00	0.000e+00	4.757e-16
   1457	     3.96	 2CXO J122439.9+182020	 12 24 39.93	+18 20 20.54	0.000e+00	0.000e+00	9.403e-16	0.000e+00	0.000e+00	2.051e-15
   1457	    47.96	 2CXO J122440.2+181936	 12 24 40.27	+18 19 36.05	2.937e-15	1.655e-15	4.165e-15	8.111e-15	5.407e-15	1.069e-14
   1457	    88.95	 2CXO J122446.2+182034	 12 24 46.28	+18 20 34.39	1.995e-15	1.214e-15	2.775e-15	7.025e-16	0.000e+00	1.475e-15
   1457	   100.67	 2CXO J122433.1+182046	 12 24 33.18	+18 20 46.23	0.000e+00	0.000e+00	2.476e-15	0.000e+00	0.000e+00	4.341e-15
   1458	    27.58	 2CXO J043214.5+182014	 04 32 14.58	+18 20 14.47	1.650e-13	1.557e-13	1.737e-13	4.531e-13	4.378e-13	4.684e-13
   1511	    39.75	 2CXO J085448.8+200630	 08 54 48.88	+20 06 30.54	5.688e-13	5.601e-13	5.770e-13	6.164e-13	6.079e-13	6.249e-13
   1511	    44.84	 2CXO J085448.5+200628	 08 54 48.54	+20 06 28.97	1.046e-14	9.272e-15	1.165e-14	1.238e-14	1.112e-14	1.364e-14
   1511	    47.94	 2CXO J085448.2+200629	 08 54 48.30	+20 06 29.04	1.148e-14	1.029e-14	1.267e-14	1.527e-14	1.392e-14	1.663e-14
   1511	    51.85	 2CXO J085447.9+200629	 08 54 47.98	+20 06 29.96	3.450e-15	2.744e-15	4.117e-15	5.513e-15	4.695e-15	6.331e-15
   1511	    54.16	 2CXO J085447.7+200632	 08 54 47.76	+20 06 32.33	1.257e-15	8.305e-16	1.661e-15	2.003e-15	1.518e-15	2.488e-15
   1511	    55.82	 2CXO J085447.5+200635	 08 54 47.58	+20 06 35.75	1.161e-15	6.965e-16	1.625e-15	3.665e-16	9.459e-17	6.385e-16
   1512	     5.63	 2CXO J155229.9+200721	 15 52 29.99	+20 07 21.24	2.012e-13	1.939e-13	2.086e-13	3.209e-13	3.088e-13	3.323e-13
   1512	    84.02	 2CXO J155231.2+200557	 15 52 31.22	+20 05 57.05	9.140e-16	2.461e-16	1.582e-15	0.000e+00	0.000e+00	3.190e-16
   1512	    85.48	 2CXO J155225.9+200818	 15 52 25.95	+20 08 18.68	2.516e-15	1.877e-15	3.154e-15	2.780e-15	1.951e-15	3.560e-15
   1512	    90.16	 2CXO J155233.4+200839	 15 52 33.45	+20 08 39.38	1.339e-15	7.808e-16	1.868e-15	1.521e-15	6.676e-16	2.374e-15
   1512	    95.78	 2CXO J155235.8+200816	 15 52 35.90	+20 08 16.22	1.093e-15	6.210e-16	1.540e-15	0.000e+00	0.000e+00	5.461e-16
   1518	     5.34	 2CXO J155202.3+201401	 15 52 02.39	+20 14 01.61	1.380e-13	1.301e-13	1.458e-13	2.499e-13	2.337e-13	2.651e-13
   1518	    58.78	 2CXO J155201.5+201308	 15 52 01.52	+20 13 08.93	3.424e-15	2.805e-15	4.042e-15	1.187e-14	9.802e-15	1.381e-14
   1518	    67.31	 2CXO J155159.7+201312	 15 51 59.74	+20 13 12.11	0.000e+00	0.000e+00	1.131e-15	0.000e+00	0.000e+00	1.932e-15
   1518	   113.58	 2CXO J155206.0+201548	 15 52 06.08	+20 15 48.30	1.178e-15	5.195e-16	1.836e-15	9.624e-16	4.246e-16	1.472e-15
   1519	    71.30	 2CXO J004633.3+201550	 00 46 33.39	+20 15 50.54	8.670e-15	6.855e-15	1.048e-14	8.364e-16	2.968e-16	1.376e-15
   1519	    80.22	 2CXO J004636.4+201525	 00 46 36.40	+20 15 25.28	4.751e-16	4.525e-17	9.050e-16	2.084e-15	8.839e-16	3.220e-15
   1519	    86.05	 2CXO J004630.8+201617	 00 46 30.83	+20 16 17.64	6.190e-15	4.690e-15	7.597e-15	7.984e-15	5.603e-15	1.022e-14
   1519	    98.81	 2CXO J004633.1+201811	 00 46 33.15	+20 18 11.39	6.955e-16	1.669e-16	1.224e-15	         	         	         
   1519	   110.79	 2CXO J004643.2+201746	 00 46 43.21	+20 17 46.06	2.834e-15	1.812e-15	3.810e-15	2.400e-15	1.067e-15	3.733e-15
   1520	    10.18	 2CXO J120409.4+202052	 12 04 09.48	+20 20 52.58	0.000e+00	0.000e+00	2.821e-15	2.674e-14	1.904e-14	3.445e-14
   1524	    29.01	 2CXO J114612.1+202329	 11 46 12.18	+20 23 29.79	1.437e-13	1.318e-13	1.557e-13	1.592e-13	1.464e-13	1.720e-13
   1524	   113.77	 2CXO J114617.8+202248	 11 46 17.83	+20 22 48.95	1.471e-15	0.000e+00	2.861e-15	2.547e-15	9.262e-16	4.091e-15
   1526	    49.83	 2CXO J004632.4+202738	 00 46 32.42	+20 27 38.45	0.000e+00	0.000e+00	1.790e-15	         	         	         
   1526	    54.32	 2CXO J004639.4+202705	 00 46 39.44	+20 27 05.46	0.000e+00	0.000e+00	1.017e-15	0.000e+00	0.000e+00	5.597e-15
   1526	    63.52	 2CXO J004636.3+202824	 00 46 36.34	+20 28 24.55	0.000e+00	0.000e+00	3.781e-16	0.000e+00	0.000e+00	3.201e-15
   1526	    75.20	 2CXO J004635.2+202836	 00 46 35.22	+20 28 36.39	0.000e+00	0.000e+00	4.851e-16	0.000e+00	0.000e+00	3.815e-16
   1526	    75.87	 2CXO J004636.9+202607	 00 46 36.99	+20 26 07.71	0.000e+00	0.000e+00	5.826e-16	0.000e+00	0.000e+00	8.772e-16
   1526	    80.70	2CXO J004631.0+202807X	 00 46 31.05	+20 28 07.79	         	         	         	         	         	         
   1526	    87.70	 2CXO J004633.6+202843	 00 46 33.61	+20 28 43.92	0.000e+00	0.000e+00	1.301e-15	0.000e+00	0.000e+00	1.432e-15
   1526	   100.67	 2CXO J004629.2+202805	 00 46 29.29	+20 28 05.11	9.641e-15	6.910e-15	1.221e-14	1.984e-14	1.270e-14	2.659e-14
   1531	    33.06	 2CXO J092804.5+203144	 09 28 04.56	+20 31 44.97	4.314e-15	1.982e-15	6.530e-15	6.003e-15	3.523e-15	8.482e-15
   1531	    40.85	2CXO J092804.2+203134X	 09 28 04.28	+20 31 34.73	         	         	         	         	         	         
   1531	    43.16	 2CXO J092804.8+203121	 09 28 04.87	+20 31 21.34	3.414e-15	1.568e-15	5.259e-15	1.562e-14	1.178e-14	1.947e-14
   1531	    53.28	 2CXO J092807.7+203103	 09 28 07.72	+20 31 03.07	1.863e-15	4.656e-16	3.166e-15	3.636e-15	1.543e-15	5.730e-15
   1531	    58.31	 2CXO J092803.8+203235	 09 28 03.83	+20 32 35.44	         	         	         	4.510e-15	2.429e-15	6.592e-15
   1536	    51.74	2CXO J004624.8+203713X	 00 46 24.83	+20 37 13.52	         	         	         	         	         	         
   1536	    99.58	 2CXO J004617.5+203648	 00 46 17.55	+20 36 48.37	0.000e+00	0.000e+00	4.600e-16	0.000e+00	0.000e+00	1.794e-15
   1536	   109.82	 2CXO J004615.0+203818	 00 46 15.08	+20 38 18.04	4.290e-15	3.390e-15	5.191e-15	1.804e-15	1.066e-15	2.501e-15
   1536	   114.23	 2CXO J004623.4+203602	 00 46 23.42	+20 36 02.30	0.000e+00	0.000e+00	5.342e-16	0.000e+00	0.000e+00	5.467e-16
   1536	   117.01	 2CXO J004629.8+203857	 00 46 29.85	+20 38 57.27	0.000e+00	0.000e+00	3.035e-15	0.000e+00	0.000e+00	2.701e-15
   1542	    17.64	 2CXO J154743.5+205216	 15 47 43.53	+20 52 16.77	1.336e-13	1.238e-13	1.434e-13	1.113e-13	1.029e-13	1.198e-13
   1542	    17.82	2CXO J154743.5+205217X	 15 47 43.57	+20 52 17.32	         	         	         	         	         	         
   1542	    87.29	 2CXO J154746.9+205043	 15 47 46.97	+20 50 43.66	2.360e-15	1.041e-15	3.679e-15	3.544e-15	1.988e-15	5.013e-15
   1542	   101.15	 2CXO J154749.6+205056	 15 47 49.70	+20 50 56.75	3.472e-15	1.870e-15	5.074e-15	6.661e-16	7.401e-17	1.258e-15
   1542	   103.24	 2CXO J154744.0+205344	 15 47 44.00	+20 53 44.71	1.162e-15	2.767e-16	2.048e-15	2.423e-15	1.179e-15	3.601e-15
   1544	    15.21	 2CXO J013624.4+205727	 01 36 24.41	+20 57 27.43	1.943e-13	1.892e-13	1.991e-13	1.445e-13	1.410e-13	1.480e-13
   1544	    15.21	2CXO J013624.4+205727X	 01 36 24.48	+20 57 27.29	         	         	         	         	         	         
   1544	    25.52	 2CXO J013622.9+205655	 01 36 22.91	+20 56 55.44	6.941e-16	3.874e-16	1.001e-15	9.165e-16	6.219e-16	1.211e-15
   1544	    27.30	 2CXO J013622.5+205700	 01 36 22.52	+20 57 00.34	7.959e-15	7.012e-15	8.906e-15	8.249e-15	7.409e-15	9.089e-15
   1544	    32.82	 2CXO J013622.7+205737	 01 36 22.79	+20 57 37.82	1.254e-15	8.716e-16	1.616e-15	2.835e-15	2.317e-15	3.323e-15
   1544	    44.17	 2CXO J013627.4+205715	 01 36 27.42	+20 57 15.37	1.397e-15	9.801e-16	1.813e-15	1.132e-15	8.062e-16	1.459e-15
   1544	    49.08	 2CXO J013621.2+205647	 01 36 21.23	+20 56 47.86	2.405e-16	4.810e-17	4.329e-16	4.716e-16	2.632e-16	6.799e-16
   1544	    64.02	 2CXO J013619.7+205718	 01 36 19.73	+20 57 18.98	2.067e-16	4.307e-17	3.618e-16	2.735e-16	1.094e-16	4.298e-16
