c1,normalized_offset,ets_rass_offset,flux_ratio,f_err,std_dev_diff,flux_ets,flux_ets_err,flux_rass,flux_rass_err,c11,c12,c13,c14,c15,c16,c17,c18,c19,ets_snr,c21,c22,c23,c24,c25,c26,c27,rass_name1,rass_name2,rass_ra,rass_dec,rass_pos_err,rass_l,rass_b,rass_ML,rass_counts,rass_counts_err,rass_count_rate,rass_count_rate_err,rass_exp_time,rass_hardness_ratio,rass_HR2,rass_HR3,rass_HR4,usrid,separation,name,ra,dec,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,csc_ra_deg,csc_dec_deg
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,46.09, 2CXO J100513.1-074304, 10 05 13.14,-07 43 04.46,         ,         ,         ,5.614e-16,4.817e-16,6.412e-16,151.30474999999998,-7.717905555555555
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,46.69, 2CXO J100518.3-074243, 10 05 18.36,-07 42 43.55,         ,         ,         ,         ,         ,         ,151.3265,-7.712097222222223
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,46.71, 2CXO J100516.4-074230, 10 05 16.50,-07 42 30.07,1.854e-15,1.737e-15,1.971e-15,1.662e-15,1.556e-15,1.768e-15,151.31875,-7.708352777777778
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,47.06, 2CXO J100513.1-074259, 10 05 13.17,-07 42 59.66,0.000e+00,0.000e+00,9.576e-18,0.000e+00,0.000e+00,2.402e-17,151.304875,-7.716572222222222
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,47.26, 2CXO J100513.0-074329, 10 05 13.07,-07 43 29.44,4.511e-17,2.148e-17,6.874e-17,6.851e-17,3.635e-17,9.927e-17,151.30445833333332,-7.724844444444445
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,48.39, 2CXO J100519.2-074301, 10 05 19.22,-07 43 01.09,         ,         ,         ,         ,         ,         ,151.33008333333333,-7.7169694444444445
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,48.53, 2CXO J100512.8-074310, 10 05 12.89,-07 43 10.95,2.846e-16,2.204e-16,3.487e-16,1.312e-16,8.199e-17,1.804e-16,151.3037083333333,-7.719708333333333
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,49.27, 2CXO J100517.9-074357, 10 05 18.00,-07 43 57.16,3.508e-17,7.517e-18,6.139e-17,3.083e-17,1.541e-18,5.857e-17,151.325,-7.732544444444445
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,50.32, 2CXO J100513.0-074338, 10 05 13.07,-07 43 38.02,4.898e-16,4.241e-16,5.517e-16,3.364e-16,2.810e-16,3.917e-16,151.30445833333332,-7.727227777777778
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,50.92, 2CXO J100512.7-074320, 10 05 12.71,-07 43 20.21,5.796e-17,1.449e-17,1.014e-16,4.884e-17,3.907e-18,9.377e-17,151.30295833333332,-7.722280555555556
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,51.06, 2CXO J100512.7-074324, 10 05 12.74,-07 43 24.53,0.000e+00,0.000e+00,1.881e-17,1.189e-16,6.510e-17,1.698e-16,151.30308333333332,-7.723480555555556
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,51.28, 2CXO J100512.9-074258, 10 05 12.91,-07 42 58.13,6.727e-17,4.892e-17,8.562e-17,8.387e-17,6.111e-17,1.054e-16,151.30379166666665,-7.716147222222222
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,51.54, 2CXO J100514.2-074233, 10 05 14.26,-07 42 33.06,4.158e-16,3.621e-16,4.695e-16,8.181e-16,7.408e-16,8.954e-16,151.30941666666666,-7.709183333333334
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,52.42, 2CXO J100512.9-074339, 10 05 12.97,-07 43 39.68,1.349e-16,9.303e-17,1.744e-16,2.234e-16,1.658e-16,2.809e-16,151.30404166666665,-7.727688888888889
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,52.52, 2CXO J100513.1-074248, 10 05 13.13,-07 42 48.73,         ,         ,         ,7.660e-16,6.893e-16,8.372e-16,151.3047083333333,-7.713536111111111
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,52.81, 2CXO J100512.6-074324, 10 05 12.62,-07 43 24.14,1.043e-16,7.891e-17,1.296e-16,4.246e-17,2.069e-17,6.423e-17,151.30258333333333,-7.723372222222222
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,54.01, 2CXO J100512.8-074339, 10 05 12.86,-07 43 39.86,6.320e-17,2.873e-17,9.623e-17,1.308e-16,7.356e-17,1.880e-16,151.30358333333334,-7.727738888888889
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,54.05, 2CXO J100518.6-074238, 10 05 18.69,-07 42 38.03,3.765e-16,3.333e-16,4.169e-16,5.024e-16,4.500e-16,5.513e-16,151.32787499999998,-7.710563888888889
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,55.09, 2CXO J100512.9-074344, 10 05 12.94,-07 43 44.40,         ,         ,         ,         ,         ,         ,151.30391666666665,-7.729
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,55.5, 2CXO J100519.7-074330, 10 05 19.75,-07 43 30.20,6.554e-17,3.344e-17,9.764e-17,4.880e-17,2.033e-17,7.726e-17,151.33229166666666,-7.725055555555556
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,57.15,2CXO J100512.3-074328A, 10 05 12.37,-07 43 28.31,         ,         ,         ,         ,         ,         ,151.30154166666665,-7.724530555555556
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,57.86, 2CXO J100512.3-074328, 10 05 12.32,-07 43 28.21,         ,         ,         ,         ,         ,         ,151.3013333333333,-7.7245027777777775
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,58.32, 2CXO J100513.1-074238, 10 05 13.15,-07 42 38.50,1.845e-14,1.797e-14,1.893e-14,1.965e-14,1.912e-14,2.015e-14,151.30479166666666,-7.710694444444445
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,59.07, 2CXO J100515.6-074415, 10 05 15.65,-07 44 15.10,5.688e-17,3.500e-17,7.875e-17,2.072e-17,5.024e-18,3.643e-17,151.31520833333332,-7.737527777777778
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,60.15, 2CXO J100512.7-074348, 10 05 12.71,-07 43 48.52,         ,         ,         ,0.000e+00,0.000e+00,4.010e-17,151.30295833333332,-7.730144444444445
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,60.2, 2CXO J100518.2-074407, 10 05 18.25,-07 44 07.74,2.127e-16,1.802e-16,2.452e-16,1.694e-16,1.372e-16,1.997e-16,151.32604166666667,-7.735483333333334
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,60.28, 2CXO J100513.8-074226, 10 05 13.90,-07 42 26.13,         ,         ,         ,         ,         ,         ,151.30791666666667,-7.707258333333334
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,60.98, 2CXO J100517.1-074217, 10 05 17.17,-07 42 17.50,2.002e-16,1.582e-16,2.422e-16,5.992e-16,5.142e-16,6.842e-16,151.32154166666666,-7.704861111111112
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,62.07, 2CXO J100511.9-074312, 10 05 11.96,-07 43 12.75,4.120e-17,1.670e-17,6.459e-17,9.206e-17,5.562e-17,1.266e-16,151.2998333333333,-7.720208333333334
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,62.23, 2CXO J100515.8-074214, 10 05 15.85,-07 42 14.37,3.353e-16,2.691e-16,4.016e-16,3.990e-16,3.239e-16,4.740e-16,151.31604166666665,-7.703991666666667
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,63.77, 2CXO J100520.4-074317, 10 05 20.42,-07 43 17.39,0.000e+00,0.000e+00,1.660e-17,0.000e+00,0.000e+00,1.275e-17,151.3350833333333,-7.721497222222222
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,66.85, 2CXO J100511.8-074258, 10 05 11.80,-07 42 58.35,0.000e+00,0.000e+00,1.440e-17,0.000e+00,0.000e+00,1.615e-17,151.29916666666665,-7.716208333333333
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,67.07, 2CXO J100511.7-074333, 10 05 11.77,-07 43 33.72,7.200e-17,4.713e-17,9.687e-17,7.022e-17,4.268e-17,9.638e-17,151.29904166666668,-7.7260333333333335
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,67.14, 2CXO J100513.7-074413, 10 05 13.75,-07 44 13.54,6.067e-17,3.591e-17,8.543e-17,9.549e-17,6.518e-17,1.243e-16,151.30729166666666,-7.737094444444445
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,67.19, 2CXO J100511.6-074304, 10 05 11.68,-07 43 04.47,         ,         ,         ,0.000e+00,0.000e+00,2.948e-17,151.29866666666666,-7.717908333333334
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,69.36, 2CXO J100516.5-074207, 10 05 16.57,-07 42 07.42,4.318e-16,3.775e-16,4.860e-16,5.655e-16,5.028e-16,6.281e-16,151.31904166666666,-7.702061111111111
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,69.45, 2CXO J100513.7-074416, 10 05 13.78,-07 44 16.45,6.586e-16,5.913e-16,7.259e-16,7.100e-16,6.314e-16,7.840e-16,151.30741666666665,-7.737902777777778
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,71.64, 2CXO J100511.3-074315, 10 05 11.31,-07 43 15.15,1.543e-16,1.183e-16,1.884e-16,1.767e-16,1.375e-16,2.138e-16,151.297125,-7.720875
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,73.27, 2CXO J100512.0-074356, 10 05 12.01,-07 43 56.74,5.068e-17,1.689e-17,8.306e-17,1.630e-16,1.069e-16,2.191e-16,151.30004166666666,-7.732427777777778
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,73.69, 2CXO J100513.1-074217, 10 05 13.19,-07 42 17.09,4.452e-16,3.732e-16,5.173e-16,6.321e-16,5.437e-16,7.204e-16,151.30495833333333,-7.704747222222222
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,74.09, 2CXO J100519.8-074406, 10 05 19.80,-07 44 06.60,0.000e+00,0.000e+00,2.196e-17,0.000e+00,0.000e+00,2.811e-17,151.33249999999998,-7.735166666666666
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,75.53, 2CXO J100511.2-074254, 10 05 11.27,-07 42 54.36,1.727e-17,0.000e+00,3.533e-17,3.566e-17,1.057e-17,6.075e-17,151.29695833333332,-7.7151000000000005
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,77.33, 2CXO J100519.2-074417, 10 05 19.29,-07 44 17.85,0.000e+00,0.000e+00,1.272e-17,9.710e-17,4.747e-17,1.467e-16,151.330375,-7.738291666666667
1,0.26,19.7,0.5005,0.2847,1.2011,1.2700000000000001e-13,5.68e-14,2.5300000000000003e-13,8.86e-14,0.0,0,0,0.0,0,0,0,151.31197,-7.722914,2.23,3920,10.2,6.3,2374.1,2333.2,0.38,4.61,2RXS,J100516.1-074316,151.31721000000002,-7.721239999999999,19.96,36.7859,-18.20713,10.83,13.77,4.821073999999999,0.0312,0.0109,441.11,0.529,0.294,0.741,0.205,615,78.74, 2CXO J100513.5-074207, 10 05 13.59,-07 42 07.37,0.000e+00,0.000e+00,2.620e-17,0.000e+00,0.000e+00,1.645e-17,151.30662499999997,-7.702047222222222
