c1,normalized_offset,ets_rass_offset,flux_ratio,f_err,std_dev_diff,flux_ets,flux_ets_err,flux_rass,flux_rass_err,c11,c12,c13,c14,c15,c16,c17,c18,c19,ets_snr,c21,c22,c23,c24,c25,c26,c27,rass_name1,rass_name2,rass_ra,rass_dec,rass_pos_err,rass_l,rass_b,rass_ML,rass_counts,rass_counts_err,rass_count_rate,rass_count_rate_err,rass_exp_time,rass_hardness_ratio,rass_HR2,rass_HR3,rass_HR4,usrid,separation,name,ra,dec,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,csc_ra_deg,csc_dec_deg,flux_csc
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,36.66, 2CXO J120153.3-185239, 12 01 53.31,-18 52 39.94,1.996e-16,1.283e-16,2.708e-16,2.407e-16,1.547e-16,3.224e-16,180.47212499999998,-18.877761111111113,4.403e-16
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,42.19, 2CXO J120148.4-185206, 12 01 48.48,-18 52 06.89,2.107e-15,1.927e-15,2.288e-15,2.008e-15,1.850e-15,2.167e-15,180.45199999999997,-18.868580555555557,4.115e-15
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,42.42, 2CXO J120154.3-185209, 12 01 54.35,-18 52 09.75,3.591e-15,3.287e-15,3.875e-15,2.394e-15,2.159e-15,2.616e-15,180.4764583333333,-18.869375,5.985e-15
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,43.36, 2CXO J120154.2-185201, 12 01 54.27,-18 52 01.29,6.691e-15,6.121e-15,7.262e-15,6.438e-15,5.941e-15,6.936e-15,180.476125,-18.867025,1.3129e-14
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,43.54, 2CXO J120152.0-185133, 12 01 52.09,-18 51 33.04,2.879e-14,2.775e-14,2.983e-14,2.132e-14,2.054e-14,2.210e-14,180.46704166666666,-18.85917777777778,5.011e-14
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,43.99, 2CXO J120152.6-185135, 12 01 52.63,-18 51 35.12,2.083e-16,1.067e-16,3.099e-16,7.131e-17,5.283e-18,1.373e-16,180.46929166666663,-18.85975555555556,2.7961e-16
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,46.44, 2CXO J120154.6-185208, 12 01 54.63,-18 52 08.85,2.355e-16,1.595e-16,3.076e-16,1.998e-16,1.175e-16,2.820e-16,180.477625,-18.869125,4.353e-16
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,49.76, 2CXO J120152.7-185129, 12 01 52.74,-18 51 29.49,8.532e-16,7.177e-16,9.888e-16,1.005e-15,8.755e-16,1.126e-15,180.46974999999998,-18.858191666666666,1.8582e-15
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,50.85, 2CXO J120154.2-185144, 12 01 54.24,-18 51 44.75,5.516e-16,4.005e-16,6.952e-16,2.370e-16,1.284e-16,3.406e-16,180.47599999999997,-18.86243055555556,7.886e-16
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,59.89, 2CXO J120152.4-185313, 12 01 52.41,-18 53 13.53,2.807e-15,2.534e-15,3.064e-15,2.133e-15,1.918e-15,2.348e-15,180.46837499999998,-18.887091666666667,4.9400000000000006e-15
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,60.63, 2CXO J120155.6-185214, 12 01 55.66,-18 52 14.48,7.119e-15,6.514e-15,7.687e-15,6.523e-15,6.009e-15,7.037e-15,180.48191666666668,-18.87068888888889,1.3642e-14
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,61.38, 2CXO J120155.4-185235, 12 01 55.48,-18 52 35.21,1.015e-15,8.490e-16,1.172e-15,1.662e-15,1.484e-15,1.841e-15,180.48116666666667,-18.87644722222222,2.677e-15
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,62.52, 2CXO J120153.5-185310, 12 01 53.51,-18 53 10.17,8.414e-15,7.936e-15,8.861e-15,1.097e-14,1.048e-14,1.145e-14,180.47295833333334,-18.886158333333334,1.9384e-14
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,62.68, 2CXO J120155.1-185247, 12 01 55.19,-18 52 47.32,1.128e-15,9.463e-16,1.309e-15,5.048e-16,3.926e-16,6.169e-16,180.47995833333331,-18.879811111111113,1.6328e-15
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,63.5, 2CXO J120155.7-185231, 12 01 55.72,-18 52 31.45,1.346e-15,1.019e-15,1.672e-15,1.149e-15,8.619e-16,1.436e-15,180.48216666666664,-18.87540277777778,2.4949999999999997e-15
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,65.45, 2CXO J120154.3-185305, 12 01 54.34,-18 53 05.70,4.592e-16,2.352e-16,6.831e-16,7.381e-16,4.429e-16,1.033e-15,180.47641666666667,-18.884916666666665,1.1973e-15
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,65.7, 2CXO J120155.3-185249, 12 01 55.36,-18 52 49.10,6.136e-16,4.840e-16,7.432e-16,2.273e-15,2.065e-15,2.482e-15,180.48066666666665,-18.880305555555555,2.8866e-15
1,1.24,55.7,0.6920000000000001,0.1993,1.1194,3.989999999999999e-13,4.7e-14,5.770000000000001e-13,1.52e-13,0.0,0,0,0.0,0,0,0,180.478786,-18.877799,8.5,7054,88.8,128.7,6333.7,6034.8,0.38,3.96,2RXS,J120151.3-185215,180.46411,-18.87095,33.49,42.457240000000006,-17.07957,11.89,23.26,6.112757,0.0762,0.02,305.1,9.999,9.999,9.999,9.999,420,65.72, 2CXO J120154.5-185303, 12 01 54.56,-18 53 03.24,1.064e-15,9.213e-16,1.197e-15,2.305e-15,2.121e-15,2.489e-15,180.47733333333332,-18.884233333333334,3.369e-15
1,0.84,62.1,0.6535,0.3207,0.8397,1.5e-13,5.26e-14,2.3e-13,7.87e-14,0.0,0,0,0.0,0,0,0,54.883148,-18.706887,2.85,10241,16.1,11.4,3235.1,3294.2,12.12,5.15,2RXS,J033930.2-184127,54.87623000000001,-18.690939999999998,13.15,-50.57612,-37.02814,12.96,14.55,4.991681,0.0271,0.0093,537.62,0.8220000000000001,0.368,-0.588,0.304,423,5.05, 2CXO J033930.0-184130, 03 39 30.01,-18 41 30.41,1.285e-15,8.792e-16,1.691e-15,7.031e-16,3.330e-16,1.073e-15,54.87504166666666,-18.691780555555557,1.9881e-15
1,0.84,62.1,0.6535,0.3207,0.8397,1.5e-13,5.26e-14,2.3e-13,7.87e-14,0.0,0,0,0.0,0,0,0,54.883148,-18.706887,2.85,10241,16.1,11.4,3235.1,3294.2,12.12,5.15,2RXS,J033930.2-184127,54.87623000000001,-18.690939999999998,13.15,-50.57612,-37.02814,12.96,14.55,4.991681,0.0271,0.0093,537.62,0.8220000000000001,0.368,-0.588,0.304,423,6.23, 2CXO J033930.3-184121, 03 39 30.39,-18 41 21.29,1.128e-15,7.452e-16,1.512e-15,6.454e-16,2.833e-16,9.917e-16,54.87662499999999,-18.68924722222222,1.7734e-15
1,0.84,62.1,0.6535,0.3207,0.8397,1.5e-13,5.26e-14,2.3e-13,7.87e-14,0.0,0,0,0.0,0,0,0,54.883148,-18.706887,2.85,10241,16.1,11.4,3235.1,3294.2,12.12,5.15,2RXS,J033930.2-184127,54.87623000000001,-18.690939999999998,13.15,-50.57612,-37.02814,12.96,14.55,4.991681,0.0271,0.0093,537.62,0.8220000000000001,0.368,-0.588,0.304,423,7.75, 2CXO J033929.7-184126, 03 39 29.75,-18 41 26.39,1.824e-16,1.658e-17,3.399e-16,4.573e-16,1.328e-16,7.819e-16,54.87395833333333,-18.69066388888889,6.396999999999999e-16
1,0.84,62.1,0.6535,0.3207,0.8397,1.5e-13,5.26e-14,2.3e-13,7.87e-14,0.0,0,0,0.0,0,0,0,54.883148,-18.706887,2.85,10241,16.1,11.4,3235.1,3294.2,12.12,5.15,2RXS,J033930.2-184127,54.87623000000001,-18.690939999999998,13.15,-50.57612,-37.02814,12.96,14.55,4.991681,0.0271,0.0093,537.62,0.8220000000000001,0.368,-0.588,0.304,423,12.4, 2CXO J033930.8-184117, 03 39 30.81,-18 41 17.33,4.735e-15,4.039e-15,5.432e-15,9.216e-15,8.149e-15,1.028e-14,54.87837499999999,-18.688147222222224,1.3951e-14
1,0.84,62.1,0.6535,0.3207,0.8397,1.5e-13,5.26e-14,2.3e-13,7.87e-14,0.0,0,0,0.0,0,0,0,54.883148,-18.706887,2.85,10241,16.1,11.4,3235.1,3294.2,12.12,5.15,2RXS,J033930.2-184127,54.87623000000001,-18.690939999999998,13.15,-50.57612,-37.02814,12.96,14.55,4.991681,0.0271,0.0093,537.62,0.8220000000000001,0.368,-0.588,0.304,423,13.45, 2CXO J033931.0-184119, 03 39 31.04,-18 41 19.15,7.700e-16,4.583e-16,1.082e-15,2.750e-15,2.139e-15,3.327e-15,54.87933333333333,-18.68865277777778,3.52e-15
1,0.84,62.1,0.6535,0.3207,0.8397,1.5e-13,5.26e-14,2.3e-13,7.87e-14,0.0,0,0,0.0,0,0,0,54.883148,-18.706887,2.85,10241,16.1,11.4,3235.1,3294.2,12.12,5.15,2RXS,J033930.2-184127,54.87623000000001,-18.690939999999998,13.15,-50.57612,-37.02814,12.96,14.55,4.991681,0.0271,0.0093,537.62,0.8220000000000001,0.368,-0.588,0.304,423,15.44, 2CXO J033931.3-184131, 03 39 31.35,-18 41 31.04,8.166e-16,4.865e-16,1.129e-15,6.547e-16,3.101e-16,9.820e-16,54.880624999999995,-18.691955555555555,1.4713e-15
1,0.84,62.1,0.6535,0.3207,0.8397,1.5e-13,5.26e-14,2.3e-13,7.87e-14,0.0,0,0,0.0,0,0,0,54.883148,-18.706887,2.85,10241,16.1,11.4,3235.1,3294.2,12.12,5.15,2RXS,J033930.2-184127,54.87623000000001,-18.690939999999998,13.15,-50.57612,-37.02814,12.96,14.55,4.991681,0.0271,0.0093,537.62,0.8220000000000001,0.368,-0.588,0.304,423,20.08, 2CXO J033930.3-184107, 03 39 30.33,-18 41 07.32,5.462e-16,2.214e-16,8.562e-16,1.466e-15,7.917e-16,2.111e-15,54.87637499999999,-18.685366666666667,2.0122e-15
1,0.84,62.1,0.6535,0.3207,0.8397,1.5e-13,5.26e-14,2.3e-13,7.87e-14,0.0,0,0,0.0,0,0,0,54.883148,-18.706887,2.85,10241,16.1,11.4,3235.1,3294.2,12.12,5.15,2RXS,J033930.2-184127,54.87623000000001,-18.690939999999998,13.15,-50.57612,-37.02814,12.96,14.55,4.991681,0.0271,0.0093,537.62,0.8220000000000001,0.368,-0.588,0.304,423,22.77, 2CXO J033930.2-184104, 03 39 30.24,-18 41 04.63,6.564e-16,3.355e-16,9.628e-16,5.028e-16,1.135e-16,8.921e-16,54.87599999999999,-18.684619444444444,1.1592e-15
1,0.84,62.1,0.6535,0.3207,0.8397,1.5e-13,5.26e-14,2.3e-13,7.87e-14,0.0,0,0,0.0,0,0,0,54.883148,-18.706887,2.85,10241,16.1,11.4,3235.1,3294.2,12.12,5.15,2RXS,J033930.2-184127,54.87623000000001,-18.690939999999998,13.15,-50.57612,-37.02814,12.96,14.55,4.991681,0.0271,0.0093,537.62,0.8220000000000001,0.368,-0.588,0.304,423,24.72, 2CXO J033930.9-184104, 03 39 30.99,-18 41 04.73,3.376e-16,1.164e-16,5.472e-16,2.155e-16,3.591e-17,3.950e-16,54.879124999999995,-18.68464722222222,5.531000000000001e-16
1,0.84,62.1,0.6535,0.3207,0.8397,1.5e-13,5.26e-14,2.3e-13,7.87e-14,0.0,0,0,0.0,0,0,0,54.883148,-18.706887,2.85,10241,16.1,11.4,3235.1,3294.2,12.12,5.15,2RXS,J033930.2-184127,54.87623000000001,-18.690939999999998,13.15,-50.57612,-37.02814,12.96,14.55,4.991681,0.0271,0.0093,537.62,0.8220000000000001,0.368,-0.588,0.304,423,25.54, 2CXO J033929.0-184145, 03 39 29.04,-18 41 45.73,5.428e-16,2.783e-16,8.072e-16,2.758e-16,4.596e-17,5.056e-16,54.870999999999995,-18.696036111111113,8.185999999999999e-16
1,0.28,8.8,0.7223,0.1476,1.4849,5.67e-13,6.76e-14,7.85e-13,1.3e-13,0.5965,0.1219,2.2339,5.62e-13,6.70E-14,9.43E-13,1.57E-13,55.043211,-18.583149,8.39,10241,90.4,120.9,4849.0,4775.8,0.38,5.41,2RXS,J034010.7-183452,55.04468000000001,-18.58115,8.65,-50.3883,-36.968579999999996,63.34,48.66,8.080108000000001,0.0908,0.0151,535.65,0.856,0.083,0.27899999999999997,0.10400000000000001,425,13.89, 2CXO J034011.6-183456, 03 40 11.64,-18 34 56.83,2.167e-15,1.641e-15,2.659e-15,4.561e-15,3.912e-15,5.171e-15,55.04849999999999,-18.582452777777778,6.728e-15
1,0.28,8.8,0.7223,0.1476,1.4849,5.67e-13,6.76e-14,7.85e-13,1.3e-13,0.5965,0.1219,2.2339,5.62e-13,6.70E-14,9.43E-13,1.57E-13,55.043211,-18.583149,8.39,10241,90.4,120.9,4849.0,4775.8,0.38,5.41,2RXS,J034010.7-183452,55.04468000000001,-18.58115,8.65,-50.3883,-36.968579999999996,63.34,48.66,8.080108000000001,0.0908,0.0151,535.65,0.856,0.083,0.27899999999999997,0.10400000000000001,425,15.58, 2CXO J034011.7-183448, 03 40 11.79,-18 34 48.83,7.793e-15,6.863e-15,8.723e-15,1.165e-14,1.062e-14,1.268e-14,55.04912499999999,-18.580230555555556,1.9443e-14
1,0.86,27.4,1.0063,0.2383,0.0266,6.36e-13,9.56e-14,6.32e-13,1.1599999999999999e-13,0.7837,0.1856,0.9941,7.92e-13,1.19E-13,1.01E-12,1.85E-13,357.011341,-16.526369,6.65,2077,48.9,55.9,1818.0,1838.5,6.67,2.1,2RXS,J234802.3-163108,357.00977,-16.51891,10.55,-71.89095,-13.9441,59.81,35.42,6.479679,0.1193,0.0218,296.83,0.5539999999999999,0.172,0.079,0.19,443,5.6, 2CXO J234802.6-163111, 23 48 02.62,-16 31 11.99,6.153e-13,5.960e-13,6.346e-13,7.534e-13,7.304e-13,7.749e-13,357.0109166666667,-16.519997222222223,1.3687e-12
1,1.36,100.0,0.1417,0.0665,4.8035,9.97e-14,4.37e-14,7.03e-13,1.18e-13,0.1636,0.0768,4.5896,1.01e-14,4.45E-15,6.20E-14,1.04E-14,355.98571699999997,-15.294534,2.28,2294,8.8,6.6,2035.9,2059.9,3.71,1.95,2RXS,J234350.0-151707,355.95847000000003,-15.28554,10.24,-70.32807,-12.405669999999999,69.15,43.98,7.367307,0.1392,0.0233,316.06,-0.9520000000000001,0.09699999999999999,-1.0,1.6380000000000001,460,8.95, 2CXO J234349.4-151704, 23 43 49.46,-15 17 04.44,1.622e-15,1.235e-15,1.985e-15,6.924e-15,6.210e-15,7.639e-15,355.95608333333325,-15.284566666666667,8.546e-15
1,0.47,24.2,0.9217,0.3423,0.217,3.63e-13,8.31e-14,3.9399999999999994e-13,1.15e-13,0.7421,0.2756,0.7625,3.9e-13,8.92E-14,5.25E-13,1.54E-13,329.5236,-15.029998999999998,4.37,2006,25.1,26.9,1939.5,1957.3,0.84,3.73,2RXS,J215804.5-150129,329.51917000000003,-15.02481,30.87,-48.01848,-2.46279,12.27,17.3,5.059572,0.0536,0.0157,322.8,0.7659999999999999,0.16,0.45299999999999996,0.17800000000000002,463,31.6, 2CXO J215806.2-150109, 21 58 06.29,-15 01 09.29,2.002e-13,1.921e-13,2.078e-13,2.422e-13,2.327e-13,2.511e-13,329.5262083333333,-15.019247222222223,4.424e-13
1,0.78,23.5,0.6262,0.0573,5.355,2.86e-12,2.1699999999999998e-13,4.57e-12,2.34e-13,0.5823,0.0533,6.1792,3.28e-12,2.49E-13,5.62E-12,2.88E-13,18.455220999999998,-14.838698,13.17,7116,179.6,218.4,1389.9,1380.6,10.57,1.73,2RXS,J011349.9-145040,18.4581,-14.8446,2.62,-76.65626,-20.90348,1277.33,402.23,20.562770999999998,0.9752,0.0499,412.45,0.09699999999999999,0.042,0.136,0.055999999999999994,469,4.36, 2CXO J011350.0-145044, 01 13 50.07,-14 50 44.53,1.772e-12,1.747e-12,1.796e-12,2.222e-12,2.192e-12,2.251e-12,18.458625,-14.84570277777778,3.994e-12
1,1.1,35.0,0.9674,0.2192,0.1457,8.509999999999999e-13,1.13e-13,8.8e-13,1.6100000000000002e-13,0.7291,0.1652,1.3057,8.93e-13,1.19E-13,1.23E-12,2.25E-13,172.536472,-14.819428,7.5,7300,61.8,66.1,2084.6,2027.6,0.38,4.09,2RXS,J113007.5-144940,172.53156,-14.82792,10.54,43.63613,-16.54573,55.07,36.79,6.742361,0.1145,0.021,321.42,0.9059999999999999,0.133,0.27399999999999997,0.147,471,15.29, 2CXO J113007.0-144927, 11 30 07.04,-14 49 27.33,7.282e-13,7.218e-13,7.342e-13,5.751e-13,5.699e-13,5.800e-13,172.5293333333333,-14.824258333333333,1.3033e-12
1,1.1,35.0,0.9674,0.2192,0.1457,8.509999999999999e-13,1.13e-13,8.8e-13,1.6100000000000002e-13,0.7291,0.1652,1.3057,8.93e-13,1.19E-13,1.23E-12,2.25E-13,172.536472,-14.819428,7.5,7300,61.8,66.1,2084.6,2027.6,0.38,4.09,2RXS,J113007.5-144940,172.53156,-14.82792,10.54,43.63613,-16.54573,55.07,36.79,6.742361,0.1145,0.021,321.42,0.9059999999999999,0.133,0.27399999999999997,0.147,471,15.79, 2CXO J113007.2-144925, 11 30 07.28,-14 49 25.32,1.396e-15,1.076e-15,1.698e-15,1.482e-15,1.198e-15,1.767e-15,172.53033333333332,-14.8237,2.878e-15
1,1.1,35.0,0.9674,0.2192,0.1457,8.509999999999999e-13,1.13e-13,8.8e-13,1.6100000000000002e-13,0.7291,0.1652,1.3057,8.93e-13,1.19E-13,1.23E-12,2.25E-13,172.536472,-14.819428,7.5,7300,61.8,66.1,2084.6,2027.6,0.38,4.09,2RXS,J113007.5-144940,172.53156,-14.82792,10.54,43.63613,-16.54573,55.07,36.79,6.742361,0.1145,0.021,321.42,0.9059999999999999,0.133,0.27399999999999997,0.147,471,17.88, 2CXO J113007.4-144922, 11 30 07.45,-14 49 22.72,5.012e-16,3.189e-16,6.743e-16,3.859e-16,2.403e-16,5.315e-16,172.53104166666665,-14.822977777777778,8.871000000000001e-16
1,1.1,35.0,0.9674,0.2192,0.1457,8.509999999999999e-13,1.13e-13,8.8e-13,1.6100000000000002e-13,0.7291,0.1652,1.3057,8.93e-13,1.19E-13,1.23E-12,2.25E-13,172.536472,-14.819428,7.5,7300,61.8,66.1,2084.6,2027.6,0.38,4.09,2RXS,J113007.5-144940,172.53156,-14.82792,10.54,43.63613,-16.54573,55.07,36.79,6.742361,0.1145,0.021,321.42,0.9059999999999999,0.133,0.27399999999999997,0.147,471,20.04, 2CXO J113007.5-144920, 11 30 07.58,-14 49 20.47,5.860e-16,3.907e-16,7.725e-16,6.969e-16,5.125e-16,8.814e-16,172.53158333333332,-14.822352777777777,1.2829e-15
1,1.1,35.0,0.9674,0.2192,0.1457,8.509999999999999e-13,1.13e-13,8.8e-13,1.6100000000000002e-13,0.7291,0.1652,1.3057,8.93e-13,1.19E-13,1.23E-12,2.25E-13,172.536472,-14.819428,7.5,7300,61.8,66.1,2084.6,2027.6,0.38,4.09,2RXS,J113007.5-144940,172.53156,-14.82792,10.54,43.63613,-16.54573,55.07,36.79,6.742361,0.1145,0.021,321.42,0.9059999999999999,0.133,0.27399999999999997,0.147,471,20.86, 2CXO J113007.6-144919, 11 30 07.64,-14 49 19.68,3.583e-16,1.906e-16,5.184e-16,5.456e-16,3.696e-16,7.128e-16,172.5318333333333,-14.822133333333333,9.039e-16
1,0.48,14.7,0.9551,0.0859,0.5,3.740000000000001e-12,8.78e-14,3.92e-12,3.4e-13,0.9651,0.0868,0.3883,3.66e-12,8.58E-14,3.79E-12,3.29E-13,324.441729,-14.544141,42.61,5426,1866.6,2260.2,14735.8,14525.2,0.38,4.66,2RXS,J213745.2-143248,324.43863,-14.5469,4.94,-43.33331,-0.37385999999999997,380.29,141.82,12.318122,0.4812,0.0418,294.74,0.457,0.068,0.312,0.084,476,7.04, 2CXO J213745.1-143255, 21 37 45.19,-14 32 55.77,5.122e-14,4.681e-14,5.564e-14,4.189e-14,3.836e-14,4.543e-14,324.43829166666666,-14.548824999999999,9.311e-14
1,0.56,16.8,5.4283,0.5567,32.3661,1.2099999999999999e-11,2.05e-13,2.2200000000000002e-12,2.2500000000000003e-13,4.1561,0.4262,25.5943,1.1999999999999999e-11,2.04E-13,2.89E-12,2.92E-13,146.41989099999998,-14.322216000000001,58.91,6376,3518.3,4017.1,8807.1,8687.6,0.38,5.22,2RXS,J094541.7-141927,146.42415,-14.324420000000002,4.05,28.781679999999998,-26.11305,262.79,112.89,11.417375,0.2608,0.0264,432.81,0.9620000000000001,0.039,0.746,0.05,482,7.27, 2CXO J094541.9-141934, 09 45 41.92,-14 19 34.96,5.281e-13,5.202e-13,5.359e-13,1.299e-13,1.265e-13,1.333e-13,146.42466666666664,-14.326377777777777,6.58e-13
