c1,normalized_offset,ets_rass_offset,flux_ratio,f_err,std_dev_diff,flux_ets,flux_ets_err,flux_rass,flux_rass_err,c11,c12,c13,c14,c15,c16,c17,c18,c19,ets_snr,c21,c22,c23,c24,c25,c26,c27,rass_name1,rass_name2,rass_ra,rass_dec,rass_pos_err,rass_l,rass_b,rass_ML,rass_counts,rass_counts_err,rass_count_rate,rass_count_rate_err,rass_exp_time,rass_hardness_ratio,rass_HR2,rass_HR3,rass_HR4,usrid,separation,name,ra,dec,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,csc_ra_deg,csc_dec_deg,flux_csc,rass_csc_flux_ratio
1,0.78,23.5,0.6262,0.0573,5.355,2.86e-12,2.1699999999999998e-13,4.57e-12,2.34e-13,0.5823,0.0533,6.1792,3.28e-12,2.49E-13,5.62E-12,2.88E-13,18.455220999999998,-14.838698,13.17,7116,179.6,218.4,1389.9,1380.6,10.57,1.73,2RXS,J011349.9-145040,18.4581,-14.8446,2.62,-76.65626,-20.90348,1277.33,402.23,20.562770999999998,0.9752,0.0499,412.45,0.09699999999999999,0.042,0.136,0.055999999999999994,469,4.36, 2CXO J011350.0-145044, 01 13 50.07,-14 50 44.53,1.772e-12,1.747e-12,1.796e-12,2.222e-12,2.192e-12,2.251e-12,18.458625,-14.84570277777778,3.994e-12,1.14421632448673
1,0.48,14.7,0.9551,0.0859,0.5,3.740000000000001e-12,8.78e-14,3.92e-12,3.4e-13,0.9651,0.0868,0.3883,3.66e-12,8.58E-14,3.79E-12,3.29E-13,324.441729,-14.544141,42.61,5426,1866.6,2260.2,14735.8,14525.2,0.38,4.66,2RXS,J213745.2-143248,324.43863,-14.5469,4.94,-43.33331,-0.37385999999999997,380.29,141.82,12.318122,0.4812,0.0418,294.74,0.457,0.068,0.312,0.084,476,7.04, 2CXO J213745.1-143255, 21 37 45.19,-14 32 55.77,5.122e-14,4.681e-14,5.564e-14,4.189e-14,3.836e-14,4.543e-14,324.43829166666666,-14.548824999999999,9.311e-14,42.10074105896252
1,0.56,16.8,5.4283,0.5567,32.3661,1.2099999999999999e-11,2.05e-13,2.2200000000000002e-12,2.2500000000000003e-13,4.1561,0.4262,25.5943,1.1999999999999999e-11,2.04E-13,2.89E-12,2.92E-13,146.41989099999998,-14.322216000000001,58.91,6376,3518.3,4017.1,8807.1,8687.6,0.38,5.22,2RXS,J094541.7-141927,146.42415,-14.324420000000002,4.05,28.781679999999998,-26.11305,262.79,112.89,11.417375,0.2608,0.0264,432.81,0.9620000000000001,0.039,0.746,0.05,482,7.27, 2CXO J094541.9-141934, 09 45 41.92,-14 19 34.96,5.281e-13,5.202e-13,5.359e-13,1.299e-13,1.265e-13,1.333e-13,146.42466666666664,-14.326377777777777,6.58e-13,3.3738601823708207
1,0.48,35.9,0.336,0.2312,1.2548,6.3e-14,2.94e-14,1.88e-13,9.48e-14,0.0,0,0,0.0,0,0,0,199.850079,-12.865157,2.14,10244,11.3,9.9,4939.4,4848.4,12.67,3.47,2RXS,J131921.6-125146,199.84015,-12.86278,17.94,49.43906,-4.16509,6.81,6.42,3.244544,0.0265,0.0134,242.62,9.999,9.999,9.999,9.999,510,28.76, 2CXO J131920.1-125205, 13 19 20.20,-12 52 05.60,6.390e-15,4.615e-15,8.165e-15,4.151e-14,3.811e-14,4.474e-14,199.83416666666665,-12.868222222222222,4.7899999999999997e-14,3.924843423799583
1,0.8,34.7,0.5358,0.1856,1.5571,2.0600000000000003e-13,4.29e-14,3.84e-13,1.06e-13,0.9042,0.3132,0.2863,9.05e-14,1.89E-14,1.00E-13,2.76E-14,152.53038,-12.818800999999999,4.79,9696,34.2,45.6,5239.4,5168.2,0.38,6.87,2RXS,J101005.1-124853,152.5213,-12.814969999999999,13.92,34.0799,-22.486810000000002,20.1,19.0,5.2509239999999995,0.0411,0.0114,462.5,-0.531,0.133,0.081,0.326,511,12.21, 2CXO J101005.9-124857, 10 10 05.91,-12 48 57.60,1.231e-14,1.088e-14,1.365e-14,1.982e-13,1.912e-13,2.051e-13,152.52462499999996,-12.816,2.1051e-13,1.824141370956249
1,0.43,12.9,0.9458,0.1047,0.5,2.99e-12,2.05e-13,3.1600000000000003e-12,2.75e-13,0.9664,0.107,0.3078,2.98e-12,2.04E-13,3.08E-12,2.68E-13,61.954781999999994,-12.189452000000001,14.61,3906,224.0,271.5,2111.2,2013.6,0.38,3.8,2RXS,J040748.6-121132,61.95251,-12.192260000000001,3.95,-41.75505,-32.47345,318.6,151.93,13.215596,0.4263,0.0371,356.39,0.348,0.067,0.158,0.079,525,5.24, 2CXO J040748.4-121136, 04 07 48.43,-12 11 36.69,1.290e-12,1.262e-12,1.319e-12,1.455e-12,1.428e-12,1.480e-12,61.95179166666666,-12.193525000000001,2.745e-12,1.151183970856102
1,1.33,41.0,0.8706,0.0628,1.9142,6.42e-12,3.289999999999999e-13,7.37e-12,3.7499999999999997e-13,0.7418,0.0535,4.068,7.460000000000001e-12,3.82E-13,1.01E-11,5.11E-13,351.34006600000004,-12.120495,19.52,3477,397.7,574.3,1547.1,1611.8,3.48,2.49,2RXS,J232519.5-120742,351.33167000000003,-12.12838,6.48,-64.85392,-7.70962,904.23,409.25,20.797983,1.2547,0.0638,326.17,0.48,0.036000000000000004,0.326,0.045,526,7.29, 2CXO J232519.8-120735, 23 25 19.84,-12 07 35.79,3.880e-16,0.000e+00,7.759e-16,1.170e-15,5.851e-16,1.755e-15,351.3326666666666,-12.126608333333333,1.558e-15,4730.423620025674
1,0.92,28.0,0.1947,0.0296,11.0092,7.240000000000001e-13,9.85e-14,3.72e-12,2.5400000000000003e-13,0.2441,0.0372,9.965,8.06e-14,1.10E-14,3.30E-13,2.25E-14,11.760743,-11.878729,7.35,3023,59.3,83.9,2000.0,1982.7,1.89,2.32,2RXS,J004703.1-115216,11.76303,-11.871269999999999,5.88,-74.7085,-15.551029999999999,583.27,231.07,15.756706,0.6606,0.045,349.82,-0.94,0.02,-0.049,0.33299999999999996,530,4.13, 2CXO J004703.3-115219, 00 47 03.35,-11 52 19.08,4.934e-16,1.234e-16,8.635e-16,8.313e-15,6.986e-15,9.641e-15,11.763958333333331,-11.871966666666667,8.8064e-15,422.4200581395349
1,1.28,98.3,0.8645,0.5236,0.2434,2.5e-13,1.18e-13,2.89e-13,1.09e-13,0.0,0,0,0.0,0,0,0,210.45077,-11.64635,2.11,6253,6.3,4.2,754.8,762.5,2.29,4.98,2RXS,J140154.4-113811,210.47683999999998,-11.636660000000001,23.91,47.63264,0.7186,9.26,11.76,4.4345870000000005,0.0345,0.013000000000000001,340.41,1.0,0.268,0.373,0.222,534,19.57, 2CXO J140155.7-113809, 14 01 55.76,-11 38 09.60,6.427e-15,5.518e-15,7.336e-15,5.745e-15,4.755e-15,6.736e-15,210.48233333333332,-11.636,1.2172e-14,23.743016759776534
1,0.96,29.4,1.3682,0.2061,2.0318,3.2599999999999994e-12,3.5100000000000007e-13,2.38e-12,2.5e-13,1.6219999999999999,0.2444,3.047,2.79e-12,3.01E-13,1.72E-12,1.81E-13,198.278358,-11.132603999999999,9.27,8434,88.9,113.7,721.4,686.9,0.38,3.0,2RXS,J131305.8-110731,198.27452,-11.12536,6.41,51.38731,-3.1326,186.14,106.99,11.250458,0.3635,0.0382,294.35,-0.08900000000000001,0.08199999999999999,0.156,0.12,543,11.32, 2CXO J131305.7-110742, 13 13 05.76,-11 07 42.48,1.569e-12,1.489e-12,1.643e-12,2.703e-12,2.575e-12,2.832e-12,198.27399999999997,-11.128466666666666,4.272e-12,0.5571161048689138
1,0.52,15.7,0.6126,0.0723,3.9796,2.24e-12,1.8899999999999998e-13,3.65e-12,3.01e-13,0.5829,0.0688,4.3425,2.07e-12,1.75E-13,3.55E-12,2.93E-13,249.292963,-10.571081,11.82,5104,147.2,172.6,2143.3,2106.7,0.38,13.29,2RXS,J163709.4-103406,249.28951,-10.56835,4.44,23.58717,11.39005,402.64,160.87,13.258042999999999,0.34700000000000003,0.0286,463.61,0.835,0.04,-0.039,0.069,549,4.5, 2CXO J163709.5-103401, 16 37 09.56,-10 34 01.71,3.986e-13,3.920e-13,4.049e-13,1.486e-12,1.468e-12,1.503e-12,249.28983333333332,-10.567141666666666,1.8846e-12,1.9367505040857478
1,0.7,21.8,1.6623,0.305,3.2092,1.56e-12,1.1100000000000001e-13,9.36e-13,1.58e-13,1.2092,0.2218,1.1025,1.5800000000000001e-12,1.12E-13,1.31E-12,2.21E-13,137.00271999999998,-9.990357000000001,14.05,7690,211.7,252.0,4013.1,3929.9,0.38,4.61,2RXS,J090802.0-095929,137.00874,-9.9915,8.61,24.38757,-25.23364,68.38,44.21,7.475266,0.1154,0.0195,383.08,1.0,0.149,-0.38299999999999995,0.15,566,8.25, 2CXO J090802.2-095937, 09 08 02.21,-09 59 37.49,5.744e-13,5.535e-13,5.954e-13,6.577e-13,6.312e-13,6.842e-13,137.0092083333333,-9.993747222222222,1.2321e-12,0.7596785975164354
1,0.45,13.6,1.226,0.0755,3.49,6.8700000000000004e-12,1.9600000000000002e-13,5.6100000000000005e-12,3.06e-13,1.1588,0.0713,2.4905,7.69e-12,2.19E-13,6.64E-12,3.62E-13,38.660534000000006,-8.789952,35.16,3143,1251.2,1556.9,3852.7,3770.7,0.38,1.51,2RXS,J023437.9-084713,38.65818,-8.78697,3.58,-59.489230000000006,-22.68843,1191.09,347.49,18.966541,1.3013,0.071,267.03,-0.022000000000000002,0.045,0.145,0.063,586,3.91, 2CXO J023437.8-084716, 02 34 37.83,-08 47 16.47,1.647e-12,1.626e-12,1.667e-12,2.243e-12,2.218e-12,2.268e-12,38.65762499999999,-8.787908333333334,3.89e-12,1.4421593830334192
1,0.66,20.4,1.1146,0.1865,0.6697,1.8100000000000002e-12,1.3200000000000002e-13,1.6200000000000002e-12,2.45e-13,1.183,0.198,1.0545,1.66e-12,1.21E-13,1.40E-12,2.11E-13,233.09881000000001,-8.530104,13.73,9027,198.5,250.3,3532.1,3403.5,0.38,8.6,2RXS,J153223.5-083208,233.09795,-8.535689999999999,7.68,37.16979,10.2758,99.12,53.02,7.988739,0.1643,0.0248,322.65,0.563,0.10099999999999999,0.44,0.124,594,8.96, 2CXO J153223.2-083200, 15 32 23.24,-08 32 00.48,6.054e-13,5.933e-13,6.175e-13,9.811e-13,9.651e-13,9.962e-13,233.0968333333333,-8.533466666666667,1.5865e-12,1.0211156634100222
1,0.5,15.3,0.8885,0.1257,0.8161,1.26e-12,1.01e-13,1.4199999999999998e-12,1.66e-13,1.026,0.1451,0.1824,1.06e-12,8.49E-14,1.04E-12,1.21E-13,192.407653,-6.077751999999999,12.51,4004,169.3,214.4,3214.7,3132.0,8.31,2.2,2RXS,J124938.8-060437,192.41187,-6.07702,5.67,56.79206,-0.69403,165.93,87.74,10.240342,0.261,0.0305,336.12,-0.23199999999999998,0.08900000000000001,-0.38799999999999996,0.13699999999999998,650,8.82, 2CXO J124938.6-060445, 12 49 38.65,-06 04 45.55,6.607e-13,6.315e-13,6.881e-13,1.727e-12,1.669e-12,1.781e-12,192.41104166666665,-6.079319444444444,2.3877e-12,0.5947145788834443
1,1.19,64.9,0.9269,0.5044,0.1375,1.1199999999999999e-13,3.54e-14,1.21e-13,5.39e-14,0.0,0,0,0.0,0,0,0,191.980847,-5.731497,3.18,2134,18.8,19.3,3968.5,3967.8,10.46,2.13,2RXS,J124752.7-054301,191.96999,-5.71706,13.87,57.14357,-0.5333,7.87,8.73,3.876869,0.0227,0.0101,384.22,0.555,0.359,-0.456,0.29100000000000004,661,15.73, 2CXO J124753.5-054312, 12 47 53.56,-05 43 12.28,3.688e-14,3.420e-14,3.955e-14,7.111e-14,6.579e-14,7.643e-14,191.97316666666666,-5.720077777777778,1.0799e-13,1.1204741179738864
1,0.61,18.6,0.5769,0.1244,2.2017,6.19e-13,7.42e-14,1.07e-12,1.92e-13,0.8856,0.191,0.5488,4.4299999999999993e-13,5.31E-14,5.00E-13,8.96E-14,261.653671,-5.081416,8.34,9708,88.3,101.0,4632.5,4462.9,0.38,14.54,2RXS,J172637.3-050510,261.65576,-5.08615,6.91,16.2723,18.10013,65.18,38.25,6.857513000000001,0.1013,0.0182,377.46,-0.053,0.134,0.677,0.162,673,6.02, 2CXO J172637.7-050512, 17 26 37.76,-05 05 12.08,4.177e-14,3.745e-14,4.610e-14,5.000e-13,4.797e-13,5.203e-13,261.6573333333333,-5.086688888888888,5.4177e-13,1.975007844657327
1,0.83,26.4,1.8877,0.5231,2.7122,7.3e-13,7.94e-14,3.8699999999999997e-13,9.85e-14,1.4294,0.3961,1.4384,7.35e-13,8.00E-14,5.14E-13,1.31E-13,313.974356,-4.863331,9.19,7416,94.2,111.5,3850.6,3915.2,11.01,4.88,2RXS,J205553.2-045212,313.97182999999995,-4.87023,11.04,-29.796879999999998,11.96686,25.97,20.73,5.282488,0.0466,0.0119,445.19,0.958,0.182,-0.032,0.182,677,14.41, 2CXO J205552.5-045202, 20 55 52.56,-04 52 02.65,1.892e-13,1.828e-13,1.956e-13,4.040e-13,3.907e-13,4.173e-13,313.969,-4.867402777777778,5.931999999999999e-13,0.6523937963587323
1,0.49,27.1,0.5501,0.2217,1.3875,1.9600000000000002e-13,5.63e-14,3.570000000000001e-13,1.01e-13,0.0,0,0,0.0,0,0,0,313.88403900000003,-4.508061,3.49,7416,19.1,19.6,2905.4,2916.8,25.78,4.91,2RXS,J205532.1-043056,313.88376,-4.515569999999999,15.41,-29.549709999999997,12.33188,18.3,19.11,5.415376,0.0429,0.0122,445.59,0.804,0.299,-0.294,0.24100000000000002,684,6.63, 2CXO J205532.0-043102, 20 55 32.00,-04 31 02.50,4.021e-14,3.764e-14,4.279e-14,1.689e-13,1.635e-13,1.742e-13,313.8833333333333,-4.517361111111111,2.0911e-13,1.7072354263306397
1,0.84,25.9,7.2066,1.3069,23.6785,5.5499999999999996e-12,1.47e-13,7.700000000000001e-13,1.3800000000000002e-13,6.2223,1.1284,21.4251,5.87e-12,1.56E-13,9.43E-13,1.69E-13,213.30679500000002,-3.204059,37.71,7204,1457.7,1648.6,7421.0,7293.6,0.38,3.82,2RXS,J141315.2-031223,213.31357999999997,-3.20643,6.79,53.810340000000004,9.60224,69.48,38.34,6.878299,0.1035,0.0186,370.62,0.6579999999999999,0.12,0.674,0.11,724,7.21, 2CXO J141314.8-031227, 14 13 14.87,-03 12 27.49,2.397e-14,1.975e-14,2.820e-14,1.095e-14,8.629e-15,1.327e-14,213.3119583333333,-3.2076361111111114,3.4920000000000004e-14,22.050400916380298
1,0.7,21.1,0.5996,0.0363,8.1149,8.22e-12,3.6000000000000003e-13,1.3699999999999999e-11,5.73e-13,0.8037,0.0486,3.5932,7.13e-12,3.12E-13,8.87E-12,3.71E-13,85.185513,-1.9372919999999998,22.84,2221,530.3,713.6,2055.7,2023.0,0.38,20.63,2RXS,J054045.4-015630,85.18925,-1.94183,2.03,-16.58512,-25.29234,2078.94,594.35,24.83132,1.2746,0.0533,466.3,0.304,0.033,-0.285,0.042,753,3.06, 2CXO J054045.4-015633, 05 40 45.47,-01 56 33.56,8.199e-13,8.108e-13,8.290e-13,9.222e-12,9.185e-12,9.258e-12,85.18945833333333,-1.9426555555555556,1.00419e-11,1.364283651500214
1,1.07,34.4,1.5237,0.5097,1.4369999999999998,3.9200000000000005e-13,4.94e-14,2.58e-13,7.98e-14,0.0,0,0,0.0,0,0,0,19.716048,-0.994022,7.95,8459,82.6,114.7,5878.0,5961.8,9.46,3.66,2RXS,J011852.4-010011,19.71859,-1.0032299999999998,11.94,-63.058240000000005,-8.641630000000001,18.54,15.13,4.690023,0.0354,0.011000000000000001,427.81,1.0,0.376,0.153,0.3,783,17.74, 2CXO J011853.6-010007, 01 18 53.61,-01 00 07.32,6.218e-15,5.264e-15,7.171e-15,1.237e-14,1.114e-14,1.360e-14,19.723375,-1.0020333333333333,1.8588e-14,13.879922530664945
1,0.74,55.1,0.4129,0.1623,2.426,2.6300000000000004e-13,8.94e-14,6.36e-13,1.25e-13,0.5174,0.2034,1.8266,2.0699999999999998e-13,7.04E-14,4.00E-13,7.88E-14,213.82065699999998,-0.517943,2.94,10107,12.8,16.2,1316.6,1199.3,31.11,3.24,2RXS,J141519.3-003023,213.83083,-0.5065,11.92,55.788940000000004,12.31816,37.33,37.26,7.341864,0.0931,0.0183,400.21,-0.17,0.114,-0.171,0.18,804,2.64, 2CXO J141519.5-003021, 14 15 19.52,-00 30 21.53,9.728e-14,9.305e-14,1.015e-13,2.183e-13,2.107e-13,2.253e-13,213.8313333333333,-0.5059805555555555,3.1558e-13,2.0153368401039358
1,0.74,55.5,1.5234,0.8366,0.7604,2.36e-13,8.52e-14,1.55e-13,6.41e-14,0.0,0,0,0.0,0,0,0,213.60696299999998,-0.38519200000000003,2.77,10107,10.4,8.5,1186.5,1264.2,29.76,3.2,2RXS,J141429.3-002310,213.62233999999998,-0.38631,15.13,56.00595,12.36065,9.65,9.51,3.935776,0.0228,0.0094,416.61,0.0,0.0,1.0,1.4969999999999999,808,8.96, 2CXO J141429.9-002309, 14 14 29.96,-00 23 09.99,5.754e-14,5.273e-14,6.234e-14,1.083e-13,1.012e-13,1.155e-13,213.6248333333333,-0.3861083333333334,1.6584e-13,0.9346357935359382
1,1.27,95.5,0.3192,0.1641,2.2119999999999997,1.7899999999999997e-13,7.8e-14,5.62e-13,1.5399999999999997e-13,0.0,0,0,0.0,0,0,0,40.510185,0.15271300000000002,2.3,1927,7.3,7.1,1121.4,1119.4,13.97,3.48,2RXS,J024156.5+000946,40.485659999999996,0.1628,17.28,-51.9268,-14.81221,17.71,18.17,4.992069,0.0792,0.0218,229.42,-0.221,0.27899999999999997,0.40700000000000003,0.45799999999999996,821,13.23, 2CXO J024157.4+000945, 02 41 57.44,+00 09 45.86,5.271e-14,4.264e-14,6.278e-14,9.484e-14,8.308e-14,1.059e-13,40.489333333333335,0.16273888888888888,1.4755e-13,3.8088783463232803
1,0.66,36.8,0.4462,0.1748,1.8358,2.5e-13,6.98e-14,5.6e-13,1.5399999999999997e-13,0.0,0,0,0.0,0,0,0,40.483519,0.15279700000000002,3.58,1928,16.8,16.7,1848.8,1875.1,15.09,3.46,2RXS,J024156.5+000946,40.485659999999996,0.1628,17.28,-51.9268,-14.81221,17.71,18.17,4.992069,0.0792,0.0218,229.42,-0.221,0.27899999999999997,0.40700000000000003,0.45799999999999996,822,13.23, 2CXO J024157.4+000945, 02 41 57.44,+00 09 45.86,5.271e-14,4.264e-14,6.278e-14,9.484e-14,8.308e-14,1.059e-13,40.489333333333335,0.16273888888888888,1.4755e-13,3.7953236191121653
1,0.52,16.6,0.6384,0.1972,1.2032,2.2200000000000001e-13,2.06e-14,3.48e-13,1.0300000000000002e-13,0.0,0,0,0.0,0,0,0,86.52131999999999,0.179567,10.79,8726,171.0,188.2,24336.6,24236.6,16.44,22.55,2RXS,J054604.3+001058,86.51801999999999,0.18281,11.9,-14.415420000000001,-23.2107,19.78,15.78,4.649768,0.0323,0.0095,488.73,1.0,0.213,0.597,0.17,823,10.95, 2CXO J054603.6+001102, 05 46 03.65,+00 11 02.23,5.646e-14,5.429e-14,5.863e-14,1.229e-13,1.196e-13,1.263e-13,86.51520833333332,0.18395277777777777,1.7936e-13,1.9402319357716322
1,0.44,18.1,0.5342,0.1095,3.2259,7.469999999999999e-13,1.29e-13,1.3999999999999999e-12,1.56e-13,0.6829,0.14,1.9584,5.11e-13,8.80E-14,7.48E-13,8.33E-14,29.955996999999996,0.39144,5.81,5335,38.5,41.4,1297.2,1279.3,0.38,2.55,2RXS,J015950.5+002337,29.96053,0.39361999999999997,4.82,-57.93945,-11.08958,187.36,95.01,10.577079,0.2345,0.0261,405.19,-0.381,0.087,-0.18600000000000003,0.17,826,5.55, 2CXO J015950.2+002340, 01 59 50.26,+00 23 40.86,4.790e-13,4.628e-13,4.952e-13,8.905e-13,8.691e-13,9.106e-13,29.959416666666662,0.3946833333333334,1.3695e-12,1.022270901788974
1,0.73,40.0,1.756,0.8721,1.2182,3.4399999999999995e-13,8.86e-14,1.9600000000000002e-13,8.32e-14,0.0,0,0,0.0,0,0,0,48.070602,1.283582,3.88,3144,19.0,17.4,1776.6,1757.6,14.78,8.46,2RXS,J031214.3+011651,48.059779999999996,1.28102,12.96,-45.79672,-15.979779999999998,9.87,9.05,3.842174,0.0199,0.0084,454.88,-0.13699999999999998,0.264,-0.826,0.345,853,20.86, 2CXO J031215.4+011638, 03 12 15.42,+01 16 38.40,1.284e-13,1.217e-13,1.351e-13,2.161e-13,2.045e-13,2.277e-13,48.06425,1.2773333333333332,3.445e-13,0.5689404934687954
1,0.31,9.6,2.0925,0.3,5.4924,2.58e-12,1.9399999999999998e-13,1.23e-12,1.51e-13,1.7329,0.2484,4.1082,3.2299999999999998e-12,2.43E-13,1.87E-12,2.28E-13,203.224889,2.011336,13.33,1956,182.8,231.8,1586.6,1588.7,3.04,1.79,2RXS,J133253.4+020046,203.22271999999998,2.01289,5.52,62.992430000000006,10.89298,155.46,79.9,9.761726,0.2576,0.0315,310.15,0.35200000000000004,0.102,0.33299999999999996,0.11199999999999999,891,2.89, 2CXO J133253.2+020045, 13 32 53.27,+02 00 45.75,2.500e-13,2.368e-13,2.632e-13,2.234e-13,2.109e-13,2.352e-13,203.2219583333333,2.0127083333333333,4.734e-13,2.5982256020278833
1,0.77,32.4,0.6656,0.1899,1.3531,3.1399999999999997e-13,6.01e-14,4.72e-13,1e-13,0.9164,0.2615,0.304,1.8000000000000002e-13,3.45E-14,1.97E-13,4.17E-14,25.999760000000002,2.355359,5.23,3464,35.1,40.1,2933.6,2895.1,0.38,2.93,2RXS,J014358.3+022057,25.99323,2.34917,9.94,-57.918130000000005,-7.8499,39.36,30.69,6.501696,0.073,0.0155,420.38,-0.479,0.155,-0.42700000000000005,0.35600000000000004,901,9.15, 2CXO J014357.7+022059, 01 43 57.78,+02 20 59.34,4.882e-14,4.661e-14,5.103e-14,1.665e-13,1.621e-13,1.710e-13,25.99075,2.349816666666667,2.1531999999999999e-13,2.192086197287758
1,0.45,24.0,1.4747,0.5908,0.9565,4.13e-13,1.1199999999999999e-13,2.8e-13,8.28e-14,0.0,0,0,0.0,0,0,0,218.704662,3.643993,3.7,6691,16.9,15.2,1034.6,1050.8,14.57,2.59,2RXS,J143450.7+033835,218.7113,3.64321,9.9,55.92231999999999,17.85236,23.11,15.58,4.60773,0.0465,0.0138,334.73,0.728,0.544,-1.0,0.377,942,7.21, 2CXO J143450.6+033842, 14 34 50.63,+03 38 42.67,7.831e-14,6.860e-14,8.748e-14,1.330e-13,1.214e-13,1.447e-13,218.7109583333333,3.6451861111111112,2.1130999999999999e-13,1.325067436467749
1,0.61,21.2,1.6225,0.5936,1.4831,6.250000000000001e-13,1.01e-13,3.8500000000000003e-13,1.2700000000000001e-13,0.0,0,0,0.0,0,0,0,23.437770999999998,3.964931,6.21,4249,43.5,52.0,1839.2,1853.3,22.78,3.0,2RXS,J013344.3+035735,23.43459,3.9599599999999997,18.1,-57.27703,-5.42014,15.56,13.4,4.402261,0.0588,0.0193,227.79,0.19699999999999998,0.24100000000000002,0.43200000000000005,0.262,952,15.74, 2CXO J013343.2+035735, 01 33 43.25,+03 57 35.90,6.016e-14,5.238e-14,6.795e-14,1.280e-13,1.145e-13,1.416e-13,23.430208333333333,3.9599722222222224,1.8816000000000003e-13,2.046130952380952
1,0.74,22.8,0.62,0.1132,2.5515,1.1e-12,1.4800000000000003e-13,1.77e-12,2.18e-13,0.5129,0.0937,3.4468,1.0199999999999999e-12,1.37E-13,1.98E-12,2.44E-13,47.11468,4.107849,7.42,9146,59.4,74.4,1754.3,1690.1,0.38,9.42,2RXS,J030826.0+040635,47.10865,4.10982,6.83,-44.5146,-12.99852,144.11,76.71,9.455428,0.1758,0.0217,436.3,0.99,0.055999999999999994,0.162,0.092,958,4.56, 2CXO J030826.2+040639, 03 08 26.22,+04 06 39.34,5.337e-13,5.259e-13,5.411e-13,6.717e-13,6.640e-13,6.795e-13,47.109249999999996,4.1109277777777775,1.2054e-12,1.4683922349427574
2,0.34,26.2,0.9907,0.4702,0.0197,2.42e-13,8.26e-14,2.44e-13,8.06e-14,0.9318,0.4423,0.1488,2.71e-13,9.23E-14,2.90E-13,9.58E-14,214.987387,6.125736,2.93,502,12.8,14.8,1266.6,1165.4,24.24,2.19,2RXS,J141958.3+060748,214.99326000000002,6.1301,26.63,60.27106,18.9527,10.43,17.21,5.676198,0.045,0.0148,382.58,0.217,0.191,0.063,0.205,1021,26.1, 2CXO J141956.6+060749, 14 19 56.63,+06 07 49.06,2.265e-14,1.935e-14,2.594e-14,3.704e-14,3.248e-14,4.131e-14,214.9859583333333,6.130294444444444,5.969e-14,4.087786898978054
1,0.93,68.5,0.6206,0.3898,0.7011,1.06e-13,4.3e-14,1.7100000000000003e-13,8.17e-14,0.0,0,0,0.0,0,0,0,161.09858799999998,6.741566000000001,2.46,6344,11.3,14.8,2788.9,2829.0,10.29,2.88,2RXS,J104428.1+064440,161.11748,6.744680000000001,11.26,53.62818000000001,-1.15101,9.88,5.76,2.758076,0.0267,0.0128,216.21,1.0,1.4909999999999999,-0.179,0.725,1034,9.24, 2CXO J104427.5+064440, 10 44 27.58,+06 44 40.43,2.858e-14,2.702e-14,3.014e-14,3.371e-14,3.171e-14,3.571e-14,161.11491666666663,6.744563888888889,6.229e-14,2.7452239524803344
1,0.21,8.9,0.3556,0.1078,3.1323,1.6100000000000002e-13,3.82e-14,4.52e-13,8.47e-14,0.376,0.114,3.0028,1.49e-13,3.54E-14,3.96E-13,7.42E-14,185.953435,7.44681,4.2,6992,27.9,24.7,3755.6,3731.4,12.54,1.61,2RXS,J122349.3+072653,185.95557,7.44808,10.03,69.25879,9.19848,43.41,43.73,8.200018,0.1008,0.0189,433.82,-0.24,0.11900000000000001,0.11599999999999999,0.195,1057,7.86, 2CXO J122349.6+072659, 12 23 49.68,+07 26 59.11,7.991e-14,7.596e-14,8.387e-14,2.131e-13,2.048e-13,2.214e-13,185.95699999999997,7.449752777777778,2.9301e-13,1.5426094672536774
1,0.69,38.0,0.6472,0.317,0.8024,8.29e-14,2.35e-14,1.2799999999999998e-13,5.12e-14,0.0,0,0,0.0,0,0,0,188.39810500000002,7.526578999999999,3.53,4309,25.4,32.4,6626.1,6815.4,11.91,1.61,2RXS,J123337.9+073149,188.40805,7.53033,15.89,69.95257,10.24741,8.31,11.63,4.647564,0.0286,0.0114,406.99,-0.018000000000000002,0.272,-0.201,0.324,1061,16.74, 2CXO J123337.7+073132, 12 33 37.73,+07 31 32.73,4.744e-14,4.437e-14,5.032e-14,5.654e-14,5.250e-14,6.033e-14,188.4072083333333,7.525758333333333,1.0398e-13,1.2310059626851315
1,1.1,64.8,0.3696,0.1742,1.7009,1.02e-13,3.19e-14,2.7600000000000004e-13,9.7e-14,0.2739,0.1291,2.0036,1.02e-13,3.19E-14,3.71E-13,1.31E-13,350.052697,8.130327000000001,3.19,2598,28.5,35.6,8399.3,8476.1,5.66,5.04,2RXS,J232010.7+080651,350.04458999999997,8.114230000000001,25.54,-48.39895,11.395489999999999,11.56,13.29,4.679085,0.0328,0.0115,405.55,1.0,0.146,0.044000000000000004,0.162,1077,38.34, 2CXO J232010.8+080729, 23 20 10.85,+08 07 29.51,1.206e-15,7.638e-16,1.628e-15,6.993e-16,3.958e-16,9.895e-16,350.0452083333333,8.124863888888889,1.9053e-15,144.85907731065976
